"Predator","Year","Predator.no","Prey","Prey.no","eatenW"
"Habour porpoise",2005,6,"Herring",13,59280.3484306601
"Habour porpoise",2006,6,"Herring",13,48229.7447766135
"Habour porpoise",2007,6,"Herring",13,42252.7971500673
"Habour porpoise",2008,6,"Herring",13,42273.7551050139
"Habour porpoise",2009,6,"Herring",13,46219.9418228748
"Habour porpoise",2010,6,"Herring",13,48303.7767687187
"Habour porpoise",2011,6,"Herring",13,54605.1139243962
"Habour porpoise",2012,6,"Herring",13,60197.4894340965
"Habour porpoise",2013,6,"Herring",13,55347.3306545159
"Habour porpoise",2014,6,"Herring",13,54973.0444637833
"Habour porpoise",2015,6,"Herring",13,57531.3010419669
"Habour porpoise",2016,6,"Herring",13,61581.8317974714
"Habour porpoise",2017,6,"Herring",13,49760.0919489054
"Habour porpoise",2018,6,"Herring",13,48763.5876207982
"Habour porpoise",2019,6,"Herring",13,40711.248451865
"Hake",1974,7,"Herring",13,141.925708509617
"Hake",1975,7,"Herring",13,108.069297644069
"Hake",1976,7,"Herring",13,50.0275173725652
"Hake",1977,7,"Herring",13,46.9026518926322
"Hake",1978,7,"Herring",13,74.4024137455558
"Hake",1979,7,"Herring",13,94.2650125677613
"Hake",1980,7,"Herring",13,151.50028206682
"Hake",1981,7,"Herring",13,371.10383661741
"Hake",1982,7,"Herring",13,310.586034134498
"Hake",1983,7,"Herring",13,490.988722958526
"Hake",1984,7,"Herring",13,1060.83195229451
"Hake",1985,7,"Herring",13,1487.52412198598
"Hake",1986,7,"Herring",13,990.500945789707
"Hake",1987,7,"Herring",13,1136.42808639818
"Hake",1988,7,"Herring",13,1977.79608113434
"Hake",1989,7,"Herring",13,884.229533894666
"Hake",1990,7,"Herring",13,672.026491918297
"Hake",1991,7,"Herring",13,594.709721631655
"Hake",1992,7,"Herring",13,506.313894789611
"Hake",1993,7,"Herring",13,715.437022877261
"Hake",1994,7,"Herring",13,414.118591879513
"Hake",1995,7,"Herring",13,206.670514144114
"Hake",1996,7,"Herring",13,263.796533003846
"Hake",1997,7,"Herring",13,200.845755629785
"Hake",1998,7,"Herring",13,337.261488133851
"Hake",1999,7,"Herring",13,403.973405964269
"Hake",2000,7,"Herring",13,459.887772332845
"Hake",2001,7,"Herring",13,1025.22231248113
"Hake",2002,7,"Herring",13,1061.5656146658
"Hake",2003,7,"Herring",13,1643.41702573217
"Hake",2004,7,"Herring",13,2173.92231039445
"Hake",2005,7,"Herring",13,1770.52322133234
"Hake",2006,7,"Herring",13,1139.35070960179
"Hake",2007,7,"Herring",13,1316.09299057421
"Hake",2008,7,"Herring",13,1974.98201416114
"Hake",2009,7,"Herring",13,2649.44669476127
"Hake",2010,7,"Herring",13,4880.97423457633
"Hake",2011,7,"Herring",13,15488.8664935073
"Hake",2012,7,"Herring",13,21108.439350829
"Hake",2013,7,"Herring",13,14453.342055882
"Hake",2014,7,"Herring",13,15948.8664245302
"Hake",2015,7,"Herring",13,16391.9331881589
"Hake",2016,7,"Herring",13,23204.2269784008
"Hake",2017,7,"Herring",13,18878.567167542
"Hake",2018,7,"Herring",13,17360.7389406336
"Hake",2019,7,"Herring",13,8183.27259901946
"Cod",1974,8,"Herring",13,17013.1677355456
"Cod",1975,8,"Herring",13,11121.5871464558
"Cod",1976,8,"Herring",13,6860.33450579061
"Cod",1977,8,"Herring",13,6154.76487004599
"Cod",1978,8,"Herring",13,7688.0082289371
"Cod",1979,8,"Herring",13,9430.71393048893
"Cod",1980,8,"Herring",13,22320.4518491257
"Cod",1981,8,"Herring",13,41900.6906755788
"Cod",1982,8,"Herring",13,66001.4826437744
"Cod",1983,8,"Herring",13,82974.5260426348
"Cod",1984,8,"Herring",13,92219.4650221436
"Cod",1985,8,"Herring",13,98492.2539755747
"Cod",1986,8,"Herring",13,95734.5336072757
"Cod",1987,8,"Herring",13,127917.793646648
"Cod",1988,8,"Herring",13,111308.300685037
"Cod",1989,8,"Herring",13,83082.2662393686
"Cod",1990,8,"Herring",13,76464.9716511134
"Cod",1991,8,"Herring",13,52070.5951688926
"Cod",1992,8,"Herring",13,45506.4059374513
"Cod",1993,8,"Herring",13,50630.5724798983
"Cod",1994,8,"Herring",13,47626.2509644045
"Cod",1995,8,"Herring",13,49629.1551805844
"Cod",1996,8,"Herring",13,43529.0323391454
"Cod",1997,8,"Herring",13,55020.6013130001
"Cod",1998,8,"Herring",13,66079.2295877486
"Cod",1999,8,"Herring",13,36562.2739873659
"Cod",2000,8,"Herring",13,39726.7780833311
"Cod",2001,8,"Herring",13,58358.7475956225
"Cod",2002,8,"Herring",13,64456.3522251591
"Cod",2003,8,"Herring",13,58944.8920419674
"Cod",2004,8,"Herring",13,43333.7080362377
"Cod",2005,8,"Herring",13,37182.6826599948
"Cod",2006,8,"Herring",13,28606.9955674393
"Cod",2007,8,"Herring",13,36571.9375689882
"Cod",2008,8,"Herring",13,34025.3714119105
"Cod",2009,8,"Herring",13,31068.0341399929
"Cod",2010,8,"Herring",13,36656.290521597
"Cod",2011,8,"Herring",13,50424.2195019921
"Cod",2012,8,"Herring",13,49945.2247541594
"Cod",2013,8,"Herring",13,47656.3709981857
"Cod",2014,8,"Herring",13,54042.018001248
"Cod",2015,8,"Herring",13,63400.6340663734
"Cod",2016,8,"Herring",13,59365.7662092929
"Cod",2017,8,"Herring",13,44261.2403875457
"Cod",2018,8,"Herring",13,39468.7276873153
"Cod",2019,8,"Herring",13,23297.6973963153
"Whiting",1974,9,"Herring",13,6310.04483722355
"Whiting",1975,9,"Herring",13,3972.81365064593
"Whiting",1976,9,"Herring",13,2400.55444712619
"Whiting",1977,9,"Herring",13,2126.28473405168
"Whiting",1978,9,"Herring",13,2076.30145956903
"Whiting",1979,9,"Herring",13,4240.30679212403
"Whiting",1980,9,"Herring",13,18831.7417517529
"Whiting",1981,9,"Herring",13,32534.8471969036
"Whiting",1982,9,"Herring",13,43902.6117729382
"Whiting",1983,9,"Herring",13,44076.0078659346
"Whiting",1984,9,"Herring",13,40972.9721971717
"Whiting",1985,9,"Herring",13,47260.5988626371
"Whiting",1986,9,"Herring",13,65716.3473396608
"Whiting",1987,9,"Herring",13,64781.3490749018
"Whiting",1988,9,"Herring",13,47112.7385396588
"Whiting",1989,9,"Herring",13,36874.2907653834
"Whiting",1990,9,"Herring",13,31697.4606382456
"Whiting",1991,9,"Herring",13,30736.2169651434
"Whiting",1992,9,"Herring",13,33341.5280061389
"Whiting",1993,9,"Herring",13,34628.336713873
"Whiting",1994,9,"Herring",13,32848.905079188
"Whiting",1995,9,"Herring",13,28996.2130326157
"Whiting",1996,9,"Herring",13,28261.8112168541
"Whiting",1997,9,"Herring",13,28704.3769016262
"Whiting",1998,9,"Herring",13,22442.8532269178
"Whiting",1999,9,"Herring",13,20489.3788048108
"Whiting",2000,9,"Herring",13,36334.4921048053
"Whiting",2001,9,"Herring",13,63272.5179426876
"Whiting",2002,9,"Herring",13,80661.0669763892
"Whiting",2003,9,"Herring",13,58503.3929408004
"Whiting",2004,9,"Herring",13,33282.6932951412
"Whiting",2005,9,"Herring",13,24397.1204452873
"Whiting",2006,9,"Herring",13,20803.807502192
"Whiting",2007,9,"Herring",13,22901.3918253695
"Whiting",2008,9,"Herring",13,26342.5480710669
"Whiting",2009,9,"Herring",13,24614.5175008385
"Whiting",2010,9,"Herring",13,41762.3958142743
"Whiting",2011,9,"Herring",13,45677.0365738883
"Whiting",2012,9,"Herring",13,48798.5898982972
"Whiting",2013,9,"Herring",13,48932.772015757
"Whiting",2014,9,"Herring",13,45730.1974005207
"Whiting",2015,9,"Herring",13,44788.7812321454
"Whiting",2016,9,"Herring",13,39726.932224828
"Whiting",2017,9,"Herring",13,36225.4046572554
"Whiting",2018,9,"Herring",13,32694.1638864971
"Whiting",2019,9,"Herring",13,25787.1447054112
"Saithe",1974,11,"Herring",13,37446.9906793301
"Saithe",1975,11,"Herring",13,21962.6015097693
"Saithe",1976,11,"Herring",13,11650.7409520089
"Saithe",1977,11,"Herring",13,8272.80680329881
"Saithe",1978,11,"Herring",13,10000.4855574641
"Saithe",1979,11,"Herring",13,11789.9989159344
"Saithe",1980,11,"Herring",13,17337.3489799026
"Saithe",1981,11,"Herring",13,50413.3628584785
"Saithe",1982,11,"Herring",13,87543.3281789225
"Saithe",1983,11,"Herring",13,117601.233932105
"Saithe",1984,11,"Herring",13,111841.161366493
"Saithe",1985,11,"Herring",13,117359.008160679
"Saithe",1986,11,"Herring",13,140360.386435551
"Saithe",1987,11,"Herring",13,137711.952787583
"Saithe",1988,11,"Herring",13,167663.148254081
"Saithe",1989,11,"Herring",13,124299.453149597
"Saithe",1990,11,"Herring",13,102026.049504578
"Saithe",1991,11,"Herring",13,80158.128548792
"Saithe",1992,11,"Herring",13,76654.522624291
"Saithe",1993,11,"Herring",13,93799.6665856403
"Saithe",1994,11,"Herring",13,89385.0110054316
"Saithe",1995,11,"Herring",13,122438.157068127
"Saithe",1996,11,"Herring",13,103660.874758887
"Saithe",1997,11,"Herring",13,125331.947806212
"Saithe",1998,11,"Herring",13,145720.836764738
"Saithe",1999,11,"Herring",13,132476.484101096
"Saithe",2000,11,"Herring",13,143807.265204043
"Saithe",2001,11,"Herring",13,256297.046942256
"Saithe",2002,11,"Herring",13,419308.536762152
"Saithe",2003,11,"Herring",13,432402.338303006
"Saithe",2004,11,"Herring",13,501668.440730122
"Saithe",2005,11,"Herring",13,332997.625502878
"Saithe",2006,11,"Herring",13,249888.824277866
"Saithe",2007,11,"Herring",13,209499.050339105
"Saithe",2008,11,"Herring",13,185746.898170305
"Saithe",2009,11,"Herring",13,172622.700681736
"Saithe",2010,11,"Herring",13,186504.735439161
"Saithe",2011,11,"Herring",13,212052.516437443
"Saithe",2012,11,"Herring",13,201201.915416951
"Saithe",2013,11,"Herring",13,179239.019324108
"Saithe",2014,11,"Herring",13,213287.435265635
"Saithe",2015,11,"Herring",13,210544.454553847
"Saithe",2016,11,"Herring",13,243041.198512736
"Saithe",2017,11,"Herring",13,192570.335479892
"Saithe",2018,11,"Herring",13,179147.69828785
"Saithe",2019,11,"Herring",13,134431.431737161
"Mackerel",1974,12,"Herring",13,12768.1935708411
"Mackerel",1975,12,"Herring",13,5208.03492659052
"Mackerel",1976,12,"Herring",13,2387.92570107657
"Mackerel",1977,12,"Herring",13,1115.39431789136
"Mackerel",1978,12,"Herring",13,723.414846528736
"Mackerel",1979,12,"Herring",13,4100.72417030341
"Mackerel",1980,12,"Herring",13,15323.3663198692
"Mackerel",1981,12,"Herring",13,21287.4402897915
"Mackerel",1982,12,"Herring",13,37235.5864247038
"Mackerel",1983,12,"Herring",13,35204.8506058776
"Mackerel",1984,12,"Herring",13,38484.6904824976
"Mackerel",1985,12,"Herring",13,61827.5994414094
"Mackerel",1986,12,"Herring",13,76050.5644755618
"Mackerel",1987,12,"Herring",13,69067.0772516616
"Mackerel",1988,12,"Herring",13,37557.1735276096
"Mackerel",1989,12,"Herring",13,30565.7905649684
"Mackerel",1990,12,"Herring",13,29972.3891836832
"Mackerel",1991,12,"Herring",13,36885.7191498781
"Mackerel",1992,12,"Herring",13,44443.6020589063
"Mackerel",1993,12,"Herring",13,41346.8689845691
"Mackerel",1994,12,"Herring",13,30803.815645068
"Mackerel",1995,12,"Herring",13,37241.619989573
"Mackerel",1996,12,"Herring",13,37977.2109854985
"Mackerel",1997,12,"Herring",13,23639.3809442476
"Mackerel",1998,12,"Herring",13,16615.0277580074
"Mackerel",1999,12,"Herring",13,47689.312637604
"Mackerel",2000,12,"Herring",13,30001.2104247712
"Mackerel",2001,12,"Herring",13,76409.8609774675
"Mackerel",2002,12,"Herring",13,25686.4491720516
"Mackerel",2003,12,"Herring",13,20218.3607954421
"Mackerel",2004,12,"Herring",13,21582.3395435549
"Mackerel",2005,12,"Herring",13,16028.8899368552
"Mackerel",2006,12,"Herring",13,22316.8074839736
"Mackerel",2007,12,"Herring",13,34185.7470691951
"Mackerel",2008,12,"Herring",13,31313.5247620712
"Mackerel",2009,12,"Herring",13,34432.5289184873
"Mackerel",2010,12,"Herring",13,29903.3850458016
"Mackerel",2011,12,"Herring",13,33747.2238556993
"Mackerel",2012,12,"Herring",13,34295.7098855408
"Mackerel",2013,12,"Herring",13,39578.2520036256
"Mackerel",2014,12,"Herring",13,43915.919016728
"Mackerel",2015,12,"Herring",13,12644.615085034
"Mackerel",2016,12,"Herring",13,22246.9411309608
"Mackerel",2017,12,"Herring",13,9634.6890370602
"Mackerel",2018,12,"Herring",13,22336.3945681565
"Mackerel",2019,12,"Herring",13,15592.9098874173
"Sea birds",1974,1,"N.sandeel",14,67824.795417239
"Sea birds",1975,1,"N.sandeel",14,39771.0113505725
"Sea birds",1976,1,"N.sandeel",14,48055.9096032374
"Sea birds",1977,1,"N.sandeel",14,50682.33477119
"Sea birds",1978,1,"N.sandeel",14,39006.4857079639
"Sea birds",1979,1,"N.sandeel",14,67608.7487383437
"Sea birds",1980,1,"N.sandeel",14,84184.5514924247
"Sea birds",1981,1,"N.sandeel",14,79681.8495025441
"Sea birds",1982,1,"N.sandeel",14,78485.1277951703
"Sea birds",1983,1,"N.sandeel",14,90476.913784414
"Sea birds",1984,1,"N.sandeel",14,66585.6220898658
"Sea birds",1985,1,"N.sandeel",14,88357.627658932
"Sea birds",1986,1,"N.sandeel",14,86121.9862532449
"Sea birds",1987,1,"N.sandeel",14,84548.6203059152
"Sea birds",1988,1,"N.sandeel",14,96256.8692098459
"Sea birds",1989,1,"N.sandeel",14,96964.8185740271
"Sea birds",1990,1,"N.sandeel",14,85309.8852350987
"Sea birds",1991,1,"N.sandeel",14,88788.6483139976
"Sea birds",1992,1,"N.sandeel",14,85390.7455014261
"Sea birds",1993,1,"N.sandeel",14,107535.706883424
"Sea birds",1994,1,"N.sandeel",14,116132.51975237
"Sea birds",1995,1,"N.sandeel",14,114948.247576931
"Sea birds",1996,1,"N.sandeel",14,125913.666055395
"Sea birds",1997,1,"N.sandeel",14,137722.625730365
"Sea birds",1998,1,"N.sandeel",14,78161.9764175262
"Sea birds",1999,1,"N.sandeel",14,107086.72842578
"Sea birds",2000,1,"N.sandeel",14,101557.302267969
"Sea birds",2001,1,"N.sandeel",14,84098.0883536929
"Sea birds",2002,1,"N.sandeel",14,53399.2054597828
"Sea birds",2003,1,"N.sandeel",14,51968.9589841524
"Sea birds",2004,1,"N.sandeel",14,47255.6448493518
"Sea birds",2005,1,"N.sandeel",14,41369.7807040115
"Sea birds",2006,1,"N.sandeel",14,71596.3710889613
"Sea birds",2007,1,"N.sandeel",14,86375.5697591127
"Sea birds",2008,1,"N.sandeel",14,70081.8522202999
"Sea birds",2009,1,"N.sandeel",14,88096.3649637292
"Sea birds",2010,1,"N.sandeel",14,75040.178474022
"Sea birds",2011,1,"N.sandeel",14,50742.8590125204
"Sea birds",2012,1,"N.sandeel",14,57169.4549276814
"Sea birds",2013,1,"N.sandeel",14,105519.559126927
"Sea birds",2014,1,"N.sandeel",14,79622.157484039
"Sea birds",2015,1,"N.sandeel",14,89625.1653084916
"Sea birds",2016,1,"N.sandeel",14,104566.970409673
"Sea birds",2017,1,"N.sandeel",14,172803.456416812
"Sea birds",2018,1,"N.sandeel",14,140431.09491729
"Sea birds",2019,1,"N.sandeel",14,166336.423306374
"A.radiata",1974,2,"N.sandeel",14,9675.36046780243
"A.radiata",1975,2,"N.sandeel",14,5514.30447936373
"A.radiata",1976,2,"N.sandeel",14,7218.62770242475
"A.radiata",1977,2,"N.sandeel",14,6843.73879662211
"A.radiata",1978,2,"N.sandeel",14,6649.38851056641
"A.radiata",1979,2,"N.sandeel",14,10675.6744089137
"A.radiata",1980,2,"N.sandeel",14,11527.6995790868
"A.radiata",1981,2,"N.sandeel",14,9193.81189517419
"A.radiata",1982,2,"N.sandeel",14,8853.09541118258
"A.radiata",1983,2,"N.sandeel",14,17606.8457624228
"A.radiata",1984,2,"N.sandeel",14,25148.7706886807
"A.radiata",1985,2,"N.sandeel",14,23563.0520766063
"A.radiata",1986,2,"N.sandeel",14,35967.0393732776
"A.radiata",1987,2,"N.sandeel",14,83236.0714825238
"A.radiata",1988,2,"N.sandeel",14,26367.6369300673
"A.radiata",1989,2,"N.sandeel",14,59882.7819412758
"A.radiata",1990,2,"N.sandeel",14,44135.9273185536
"A.radiata",1991,2,"N.sandeel",14,39597.2176171132
"A.radiata",1992,2,"N.sandeel",14,84711.4606835613
"A.radiata",1993,2,"N.sandeel",14,93285.2099533063
"A.radiata",1994,2,"N.sandeel",14,55924.0220788465
"A.radiata",1995,2,"N.sandeel",14,66333.8008183847
"A.radiata",1996,2,"N.sandeel",14,65850.7847560126
"A.radiata",1997,2,"N.sandeel",14,70187.0727590602
"A.radiata",1998,2,"N.sandeel",14,35309.162033454
"A.radiata",1999,2,"N.sandeel",14,48107.3930746561
"A.radiata",2000,2,"N.sandeel",14,57466.9596207272
"A.radiata",2001,2,"N.sandeel",14,36592.3921644253
"A.radiata",2002,2,"N.sandeel",14,18887.3601993131
"A.radiata",2003,2,"N.sandeel",14,19664.3004832213
"A.radiata",2004,2,"N.sandeel",14,15753.6446641022
"A.radiata",2005,2,"N.sandeel",14,12449.0615429422
"A.radiata",2006,2,"N.sandeel",14,18997.3527215978
"A.radiata",2007,2,"N.sandeel",14,32968.188289683
"A.radiata",2008,2,"N.sandeel",14,22998.0343647163
"A.radiata",2009,2,"N.sandeel",14,30156.8132860284
"A.radiata",2010,2,"N.sandeel",14,14278.5060946937
"A.radiata",2011,2,"N.sandeel",14,8292.80872153892
"A.radiata",2012,2,"N.sandeel",14,12394.4421079794
"A.radiata",2013,2,"N.sandeel",14,13188.61211383
"A.radiata",2014,2,"N.sandeel",14,15829.6250691824
"A.radiata",2015,2,"N.sandeel",14,10958.3840258815
"A.radiata",2016,2,"N.sandeel",14,18651.7843993935
"A.radiata",2017,2,"N.sandeel",14,23315.7515400006
"A.radiata",2018,2,"N.sandeel",14,13730.2751525767
"A.radiata",2019,2,"N.sandeel",14,17808.2308097141
"Grey gurnard",1974,3,"N.sandeel",14,38246.9529081164
"Grey gurnard",1975,3,"N.sandeel",14,14717.7191851131
"Grey gurnard",1976,3,"N.sandeel",14,31396.8047053077
"Grey gurnard",1977,3,"N.sandeel",14,3991.52072252375
"Grey gurnard",1978,3,"N.sandeel",14,30274.7654743664
"Grey gurnard",1979,3,"N.sandeel",14,1885.25421729744
"Grey gurnard",1980,3,"N.sandeel",14,4733.23028231198
"Grey gurnard",1981,3,"N.sandeel",14,88366.3378161518
"Grey gurnard",1982,3,"N.sandeel",14,31043.6604161498
"Grey gurnard",1983,3,"N.sandeel",14,25234.0781769781
"Grey gurnard",1984,3,"N.sandeel",14,51031.1145511587
"Grey gurnard",1985,3,"N.sandeel",14,15990.5483571324
"Grey gurnard",1986,3,"N.sandeel",14,29738.4166649658
"Grey gurnard",1987,3,"N.sandeel",14,18478.7266519959
"Grey gurnard",1988,3,"N.sandeel",14,10633.7162717711
"Grey gurnard",1989,3,"N.sandeel",14,24408.1862026374
"Grey gurnard",1990,3,"N.sandeel",14,32952.6804932997
"Grey gurnard",1991,3,"N.sandeel",14,29714.7881761416
"Grey gurnard",1992,3,"N.sandeel",14,65786.3029087312
"Grey gurnard",1993,3,"N.sandeel",14,84005.5687325003
"Grey gurnard",1994,3,"N.sandeel",14,108632.359522842
"Grey gurnard",1995,3,"N.sandeel",14,109833.766128094
"Grey gurnard",1996,3,"N.sandeel",14,131048.380665572
"Grey gurnard",1997,3,"N.sandeel",14,164098.044568402
"Grey gurnard",1998,3,"N.sandeel",14,86756.0424260596
"Grey gurnard",1999,3,"N.sandeel",14,221986.885490945
"Grey gurnard",2000,3,"N.sandeel",14,130936.407901255
"Grey gurnard",2001,3,"N.sandeel",14,109337.285289524
"Grey gurnard",2002,3,"N.sandeel",14,64369.3649937898
"Grey gurnard",2003,3,"N.sandeel",14,71700.151369803
"Grey gurnard",2004,3,"N.sandeel",14,54394.660036952
"Grey gurnard",2005,3,"N.sandeel",14,57883.9350658175
"Grey gurnard",2006,3,"N.sandeel",14,99162.3973820677
"Grey gurnard",2007,3,"N.sandeel",14,129096.605384888
"Grey gurnard",2008,3,"N.sandeel",14,103322.3491589
"Grey gurnard",2009,3,"N.sandeel",14,153538.021170637
"Grey gurnard",2010,3,"N.sandeel",14,128970.05421297
"Grey gurnard",2011,3,"N.sandeel",14,57998.1775769998
"Grey gurnard",2012,3,"N.sandeel",14,130509.885063681
"Grey gurnard",2013,3,"N.sandeel",14,168127.860538993
"Grey gurnard",2014,3,"N.sandeel",14,194470.840963091
"Grey gurnard",2015,3,"N.sandeel",14,105678.144494049
"Grey gurnard",2016,3,"N.sandeel",14,195686.789361058
"Grey gurnard",2017,3,"N.sandeel",14,306233.683938053
"Grey gurnard",2018,3,"N.sandeel",14,139720.947983525
"Grey gurnard",2019,3,"N.sandeel",14,199086.653844604
"Horse mackerel",1974,4,"N.sandeel",14,24593.5599266563
"Horse mackerel",1975,4,"N.sandeel",14,19446.5829327751
"Horse mackerel",1976,4,"N.sandeel",14,21462.5925999474
"Horse mackerel",1977,4,"N.sandeel",14,13839.7246130624
"Horse mackerel",1978,4,"N.sandeel",14,20579.0311521379
"Horse mackerel",1979,4,"N.sandeel",14,40270.0553766134
"Horse mackerel",1980,4,"N.sandeel",14,23975.4139360216
"Horse mackerel",1981,4,"N.sandeel",14,28179.3410750037
"Horse mackerel",1982,4,"N.sandeel",14,30695.3276077443
"Horse mackerel",1983,4,"N.sandeel",14,23744.6059726125
"Horse mackerel",1984,4,"N.sandeel",14,2490.79338582144
"Horse mackerel",1985,4,"N.sandeel",14,3775.876576472
"Horse mackerel",1986,4,"N.sandeel",14,74220.4000396684
"Horse mackerel",1987,4,"N.sandeel",14,13450.5183440335
"Horse mackerel",1988,4,"N.sandeel",14,296596.635994601
"Horse mackerel",1989,4,"N.sandeel",14,51948.5663207791
"Horse mackerel",1990,4,"N.sandeel",14,72518.780635045
"Horse mackerel",1991,4,"N.sandeel",14,191054.356749728
"Horse mackerel",1992,4,"N.sandeel",14,154536.526460123
"Horse mackerel",1993,4,"N.sandeel",14,383860.550495995
"Horse mackerel",1994,4,"N.sandeel",14,384508.290264738
"Horse mackerel",1995,4,"N.sandeel",14,96812.300913016
"Horse mackerel",1996,4,"N.sandeel",14,143160.185552039
"Horse mackerel",1997,4,"N.sandeel",14,85699.3291295973
"Horse mackerel",1998,4,"N.sandeel",14,35491.5301494195
"Horse mackerel",1999,4,"N.sandeel",14,5513.459567784
"Horse mackerel",2000,4,"N.sandeel",14,32009.685669149
"Horse mackerel",2001,4,"N.sandeel",14,16302.9927401344
"Horse mackerel",2002,4,"N.sandeel",14,7442.40921494682
"Horse mackerel",2003,4,"N.sandeel",14,13301.5379883345
"Horse mackerel",2004,4,"N.sandeel",14,8088.36617742531
"Horse mackerel",2005,4,"N.sandeel",14,17465.6914803233
"Horse mackerel",2006,4,"N.sandeel",14,19751.356697987
"Horse mackerel",2007,4,"N.sandeel",14,19853.0978275207
"Horse mackerel",2008,4,"N.sandeel",14,20736.7611332336
"Horse mackerel",2009,4,"N.sandeel",14,38653.1226940433
"Horse mackerel",2010,4,"N.sandeel",14,7215.91205385771
"Horse mackerel",2011,4,"N.sandeel",14,4749.64782050736
"Horse mackerel",2012,4,"N.sandeel",14,23834.9614110829
"Horse mackerel",2013,4,"N.sandeel",14,16981.7658571744
"Horse mackerel",2014,4,"N.sandeel",14,23558.6569296227
"Horse mackerel",2015,4,"N.sandeel",14,4248.66414201028
"Horse mackerel",2016,4,"N.sandeel",14,49885.294872495
"Horse mackerel",2017,4,"N.sandeel",14,5914.99420329778
"Horse mackerel",2018,4,"N.sandeel",14,25625.494854433
"Horse mackerel",2019,4,"N.sandeel",14,38589.1469276184
"Grey.seal",1974,5,"N.sandeel",14,13310.5636703547
"Grey.seal",1975,5,"N.sandeel",14,11353.7043313668
"Grey.seal",1976,5,"N.sandeel",14,12250.0558592898
"Grey.seal",1977,5,"N.sandeel",14,12167.291803038
"Grey.seal",1978,5,"N.sandeel",14,13325.5796788446
"Grey.seal",1979,5,"N.sandeel",14,18808.4245994244
"Grey.seal",1980,5,"N.sandeel",14,19487.5492890281
"Grey.seal",1981,5,"N.sandeel",14,18836.1888786425
"Grey.seal",1982,5,"N.sandeel",14,18570.0974322265
"Grey.seal",1983,5,"N.sandeel",14,24178.9017032663
"Grey.seal",1984,5,"N.sandeel",14,28933.5806995279
"Grey.seal",1985,5,"N.sandeel",14,35134.9762230541
"Grey.seal",1986,5,"N.sandeel",14,34752.9692765922
"Grey.seal",1987,5,"N.sandeel",14,38924.9135588734
"Grey.seal",1988,5,"N.sandeel",14,39987.2446913097
"Grey.seal",1989,5,"N.sandeel",14,42687.9352003892
"Grey.seal",1990,5,"N.sandeel",14,42324.9576894905
"Grey.seal",1991,5,"N.sandeel",14,46566.6570564105
"Grey.seal",1992,5,"N.sandeel",14,56583.7138128491
"Grey.seal",1993,5,"N.sandeel",14,57110.0062579928
"Grey.seal",1994,5,"N.sandeel",14,66112.8787013661
"Grey.seal",1995,5,"N.sandeel",14,70295.3418119469
"Grey.seal",1996,5,"N.sandeel",14,76208.1438290784
"Grey.seal",1997,5,"N.sandeel",14,85858.5245304089
"Grey.seal",1998,5,"N.sandeel",14,74643.6560474643
"Grey.seal",1999,5,"N.sandeel",14,92486.9800044885
"Grey.seal",2000,5,"N.sandeel",14,81987.5901086248
"Grey.seal",2001,5,"N.sandeel",14,77218.7164415973
"Grey.seal",2002,5,"N.sandeel",14,68244.2385727154
"Grey.seal",2003,5,"N.sandeel",14,64119.9619550277
"Grey.seal",2004,5,"N.sandeel",14,58635.5539170693
"Grey.seal",2005,5,"N.sandeel",14,48580.9824627687
"Grey.seal",2006,5,"N.sandeel",14,73880.2184151543
"Grey.seal",2007,5,"N.sandeel",14,87202.2162469149
"Grey.seal",2008,5,"N.sandeel",14,87813.9656628371
"Grey.seal",2009,5,"N.sandeel",14,106292.772073835
"Grey.seal",2010,5,"N.sandeel",14,101416.003357383
"Grey.seal",2011,5,"N.sandeel",14,86352.4963349333
"Grey.seal",2012,5,"N.sandeel",14,95042.1619518316
"Grey.seal",2013,5,"N.sandeel",14,106108.150803786
"Grey.seal",2014,5,"N.sandeel",14,100904.241971336
"Grey.seal",2015,5,"N.sandeel",14,109291.806221056
"Grey.seal",2016,5,"N.sandeel",14,92266.3298351894
"Grey.seal",2017,5,"N.sandeel",14,130342.856265261
"Grey.seal",2018,5,"N.sandeel",14,115046.048037347
"Grey.seal",2019,5,"N.sandeel",14,136081.870673927
"Habour porpoise",1974,6,"N.sandeel",14,10715.508990647
"Habour porpoise",1975,6,"N.sandeel",14,6732.76920195595
"Habour porpoise",1976,6,"N.sandeel",14,5835.42424646886
"Habour porpoise",1977,6,"N.sandeel",14,5400.42373669849
"Habour porpoise",1978,6,"N.sandeel",14,4784.00423384199
"Habour porpoise",1979,6,"N.sandeel",14,8652.43508244459
"Habour porpoise",1980,6,"N.sandeel",14,9094.72758609079
"Habour porpoise",1981,6,"N.sandeel",14,7211.66045973722
"Habour porpoise",1982,6,"N.sandeel",14,6551.03013264944
"Habour porpoise",1983,6,"N.sandeel",14,8071.73641958581
"Habour porpoise",1984,6,"N.sandeel",14,10067.1168967954
"Habour porpoise",1985,6,"N.sandeel",14,12768.2773142735
"Habour porpoise",1986,6,"N.sandeel",14,10945.9575701655
"Habour porpoise",1987,6,"N.sandeel",14,10702.6384544201
"Habour porpoise",1988,6,"N.sandeel",14,10921.9762858259
"Habour porpoise",1989,6,"N.sandeel",14,9493.41531302663
"Habour porpoise",1990,6,"N.sandeel",14,7827.74362095908
"Habour porpoise",1991,6,"N.sandeel",14,9565.85471003231
"Habour porpoise",1992,6,"N.sandeel",14,12442.4478136771
