"Year","Quarter","Species.n","Species","Age","N","Nbar","west","BIO","Lsea","consum"
1985,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1985,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1985,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1985,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1985,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1985,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1985,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1985,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1985,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1986,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1986,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1986,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1986,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1986,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1986,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1986,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1986,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1986,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1986,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1986,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1986,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1986,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1986,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1986,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1986,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1986,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1986,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1986,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1986,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1986,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1986,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1986,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1986,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1987,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1987,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1987,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1987,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1987,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1987,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1987,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1987,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1987,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1987,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1987,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1987,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1987,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1987,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1987,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1987,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1987,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1987,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1987,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1987,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1987,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1987,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1987,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1987,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1988,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1988,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1988,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1988,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1988,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1988,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1988,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1988,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1988,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1988,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1988,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1988,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1988,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1988,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1988,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1988,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1988,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1988,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1988,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1988,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1988,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1988,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1988,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1988,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1989,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1989,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1989,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1989,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1989,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1989,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1989,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1989,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1989,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1989,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1989,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1989,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1989,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1989,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1989,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1989,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1989,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1989,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1989,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1989,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1989,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1989,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1989,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1989,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1990,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1990,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1990,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1990,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1990,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1990,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1990,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1990,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1990,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1990,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1990,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1990,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1990,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1990,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1990,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1990,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1990,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1990,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1990,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1990,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1990,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1990,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1990,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1990,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1991,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1991,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1991,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1991,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1991,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1991,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1991,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1991,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1991,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1991,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1991,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1991,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1991,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1991,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1991,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1991,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1991,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1991,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1991,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1991,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1991,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1991,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1991,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1991,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1992,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1992,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1992,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1992,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1992,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1992,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1992,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1992,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1992,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1992,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1992,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1992,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1992,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1992,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1992,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1992,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1992,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1992,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1992,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1992,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1992,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1992,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1992,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1992,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1993,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1993,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1993,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1993,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1993,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1993,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1993,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1993,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1993,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1993,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1993,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1993,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1993,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1993,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1993,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1993,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1993,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1993,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1993,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1993,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1993,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1993,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1993,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1993,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1994,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1994,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1994,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1994,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1994,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1994,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1994,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1994,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1994,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1994,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1994,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1994,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1994,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1994,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1994,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1994,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1994,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1994,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1994,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1994,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1994,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1994,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1994,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1994,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1995,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1995,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1995,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1995,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1995,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1995,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1995,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1995,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1995,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1995,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1995,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1995,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1995,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1995,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1995,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1995,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1995,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1995,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1995,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1995,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1995,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1995,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1995,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1995,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1996,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1996,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1996,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1996,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1996,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1996,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1996,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1996,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1996,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1996,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1996,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1996,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1996,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1996,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1996,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1996,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1996,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1996,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1996,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1996,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1996,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1996,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1996,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1996,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1997,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1997,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1997,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1997,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1997,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1997,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1997,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1997,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1997,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1997,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1997,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1997,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1997,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1997,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1997,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1997,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1997,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1997,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1997,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1997,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1997,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1997,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1997,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1997,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1998,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1998,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1998,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1998,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1998,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1998,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1998,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1998,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1998,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1998,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1998,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1998,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1998,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1998,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1998,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1998,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1998,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1998,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1998,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1998,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1998,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1998,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
1998,4,12,"N.horse.mac",5,280805,280805,0.25571,71804.6,320,0.383221
1998,4,12,"N.horse.mac",6,64011,64011,0.372664,23854.6,360,0.565995
1999,1,12,"N.horse.mac",1,270758,270758,0.01328,3595.67,120,0
1999,1,12,"N.horse.mac",2,294156,294156,0.037934,11158.5,170,0
1999,1,12,"N.horse.mac",3,319873,319873,0.083007,26551.7,221,0
1999,1,12,"N.horse.mac",4,336125,336125,0.155157,52152.1,270,0
1999,1,12,"N.horse.mac",5,295372,295372,0.255824,75563.2,319,0
1999,1,12,"N.horse.mac",6,67759,67759,0.372647,25250.2,360,0
1999,2,12,"N.horse.mac",1,260793,260793,0.01328,3463.33,120,0.00153793
1999,2,12,"N.horse.mac",2,283330,283330,0.037934,10747.8,170,0.00980299
1999,2,12,"N.horse.mac",3,308100,308100,0.083007,25574.5,221,0.0390411
1999,2,12,"N.horse.mac",4,323754,323754,0.155157,50232.7,270,0.11774
1999,2,12,"N.horse.mac",5,284501,284501,0.255824,72782.2,319,0.28456
1999,2,12,"N.horse.mac",6,65265,65265,0.372647,24320.8,360,0.552656
1999,3,12,"N.horse.mac",1,268914,268914,0.013255,3564.46,120,0.00218974
1999,3,12,"N.horse.mac",2,292167,292167,0.037919,11078.7,170,0.0139945
1999,3,12,"N.horse.mac",3,317382,317382,0.083058,26361.1,220,0.0558334
1999,3,12,"N.horse.mac",4,334346,334346,0.155106,51859.1,271,0.168103
1999,3,12,"N.horse.mac",5,291535,291535,0.25571,74548.4,320,0.406194
1999,3,12,"N.horse.mac",6,66457,66457,0.372664,24766.1,360,0.789572
1999,4,12,"N.horse.mac",1,259016,259016,0.013255,3433.26,120,0.0178877
1999,4,12,"N.horse.mac",2,281414,281414,0.037919,10670.9,170,0.0531128
1999,4,12,"N.horse.mac",3,305700,305700,0.083058,25390.8,220,0.119615
1999,4,12,"N.horse.mac",4,322040,322040,0.155106,49950.3,271,0.22837
