Year Species.n Age M1 M2 M F Z N  
2058 2 4 0.0977382 0.0422649 0.140003 0.276903 0.416906 5.61517e+06 
2058 2 5 0.0968932 0.039196 0.136089 0.395085 0.531174 3.43298e+06 
2058 2 6 0.0968775 0.0336866 0.130564 0.39489 0.525455 2.02429e+06 
2058 2 7 0.0969552 0.0316525 0.128608 0.395127 0.523735 1.19952e+06 
2058 2 8 0.0971033 0.0265372 0.123641 0.395614 0.519254 1.76234e+06 
2059 2 0 0.0504136 0.0705983 0.121012 0 0.121012 2.08522e+07 
2059 2 1 0.0984193 0.119245 0.217665 0.0645445 0.282209 1.56851e+07 
2059 2 2 0.0988476 0.0641531 0.163001 0.136146 0.299147 1.17318e+07 
2059 2 3 0.0980807 0.0541092 0.15219 0.203513 0.355703 8.3276e+06 
2059 2 4 0.0977382 0.0422649 0.140003 0.276903 0.416906 5.61517e+06 
2059 2 5 0.0968932 0.039196 0.136089 0.395085 0.531174 3.43298e+06 
2059 2 6 0.0968775 0.0336866 0.130564 0.39489 0.525455 2.02429e+06 
2059 2 7 0.0969552 0.0316525 0.128608 0.395127 0.523735 1.19952e+06 
2059 2 8 0.0971033 0.0265372 0.123641 0.395614 0.519254 1.76234e+06 
2060 2 0 0.0504136 0.0705983 0.121012 0 0.121012 2.08522e+07 
2060 2 1 0.0984193 0.119245 0.217665 0.0645445 0.282209 1.56851e+07 
2060 2 2 0.0988476 0.0641531 0.163001 0.136146 0.299147 1.17318e+07 
2060 2 3 0.0980807 0.0541092 0.15219 0.203513 0.355703 8.3276e+06 
2060 2 4 0.0977382 0.0422649 0.140003 0.276903 0.416906 5.61517e+06 
2060 2 5 0.0968932 0.039196 0.136089 0.395085 0.531174 3.43298e+06 
2060 2 6 0.0968775 0.0336866 0.130564 0.39489 0.525455 2.02429e+06 
2060 2 7 0.0969552 0.0316525 0.128608 0.395127 0.523735 1.19952e+06 
2060 2 8 0.0971033 0.0265372 0.123641 0.395614 0.519254 1.76234e+06 
2061 2 0 0.0504136 0.0705983 0.121012 0 0.121012 2.08522e+07 
2061 2 1 0.0984193 0.119245 0.217665 0.0645445 0.282209 1.56851e+07 
2061 2 2 0.0988476 0.0641531 0.163001 0.136146 0.299147 1.17318e+07 
2061 2 3 0.0980807 0.0541092 0.15219 0.203513 0.355703 8.3276e+06 
2061 2 4 0.0977382 0.0422649 0.140003 0.276903 0.416906 5.61517e+06 
2061 2 5 0.0968932 0.039196 0.136089 0.395085 0.531174 3.43298e+06 
2061 2 6 0.0968775 0.0336866 0.130564 0.39489 0.525455 2.02429e+06 
2061 2 7 0.0969552 0.0316525 0.128608 0.395127 0.523735 1.19952e+06 
2061 2 8 0.0971033 0.0265372 0.123641 0.395614 0.519254 1.76234e+06 
2022 3 0 0.100332 0.0369056 0.137238 0 0.137238 1.16405e+08 
2022 3 1 0.196236 0.106714 0.30295 0.0809805 0.383931 8.59358e+07 
2022 3 2 0.193471 0.0727883 0.266259 0.184637 0.450897 4.74713e+07 
2022 3 3 0.192268 0.065072 0.25734 0.235629 0.492969 3.33089e+07 
2022 3 4 0.191824 0.0623054 0.254129 0.255383 0.509513 1.0486e+07 
2022 3 5 0.191845 0.0598992 0.251744 0.25534 0.507084 8.60956e+06 
2022 3 6 0.191945 0.0552667 0.247212 0.255243 0.502455 3.86262e+06 
2022 3 7 0.191992 0.0586745 0.250666 0.255445 0.506112 2.91981e+06 
2023 3 0 0.100323 0.035924 0.136247 0 0.136247 1.16405e+08 
2023 3 1 0.196394 0.102238 0.298632 0.0810117 0.379643 8.102e+07 
2023 3 2 0.193572 0.0695476 0.263119 0.184642 0.447762 5.53383e+07 
2023 3 3 0.192358 0.062135 0.254493 0.235634 0.490126 2.93479e+07 
2023 3 4 0.191909 0.0594847 0.251393 0.255387 0.50678 2.01416e+07 
2023 3 5 0.191927 0.0571689 0.249096 0.255343 0.504438 6.32155e+06 
2023 3 6 0.192022 0.0527091 0.244732 0.255248 0.499979 5.21466e+06 
2023 3 7 0.192069 0.0560181 0.248087 0.255445 0.503532 2.33781e+06 
2024 3 0 0.100317 0.035288 0.135605 0 0.135605 1.16405e+08 
2024 3 1 0.196491 0.0994425 0.295934 0.081031 0.376965 8.12819e+07 
2024 3 2 0.193632 0.0675482 0.261181 0.184645 0.445826 5.22888e+07 
2024 3 3 0.192411 0.0603267 0.252738 0.235635 0.488374 3.42799e+07 
2024 3 4 0.19196 0.0577489 0.249708 0.255388 0.505097 1.77799e+07 
2024 3 5 0.191976 0.0554897 0.247466 0.255344 0.50281 1.21648e+07 
2024 3 6 0.192069 0.0511404 0.243209 0.25525 0.498459 3.83544e+06 
2024 3 7 0.192115 0.0543843 0.246499 0.255444 0.501944 3.16159e+06 
2025 3 0 0.100313 0.0348984 0.135212 0 0.135212 1.16405e+08 
2025 3 1 0.196547 0.0978212 0.294368 0.0810421 0.37541 8.14384e+07 
2025 3 2 0.193667 0.0663706 0.260038 0.184646 0.444684 5.25281e+07 
2025 3 3 0.192443 0.0592589 0.251702 0.235636 0.487338 3.243e+07 
2025 3 4 0.191989 0.0567224 0.248711 0.255389 0.5041 2.07915e+07 
2025 3 5 0.192005 0.0544963 0.246501 0.255344 0.501845 1.07504e+07 
2025 3 6 0.192095 0.0502059 0.242301 0.25525 0.497552 7.38842e+06 
2025 3 7 0.192142 0.0534161 0.245558 0.255443 0.501001 2.32782e+06 
2026 3 0 0.10031 0.0346265 0.134937 0 0.134937 1.16405e+08 
2026 3 1 0.196588 0.0966348 0.293223 0.0810499 0.374273 8.15478e+07 
2026 3 2 0.193693 0.0655181 0.259211 0.184647 0.443858 5.26782e+07 
2026 3 3 0.192465 0.0584872 0.250953 0.235636 0.486589 3.26058e+07 
2026 3 4 0.192011 0.0559815 0.247992 0.255389 0.503381 1.96851e+07 
2026 3 5 0.192026 0.0537793 0.245805 0.255344 0.501149 1.2581e+07 
2026 3 6 0.192115 0.0495368 0.241652 0.255251 0.496902 6.53404e+06 
2026 3 7 0.192161 0.0527183 0.244879 0.255442 0.500322 4.4875e+06 
2027 3 0 0.100309 0.0345217 0.134831 0 0.134831 1.16405e+08 
2027 3 1 0.196603 0.096229 0.292832 0.0810532 0.373885 8.15957e+07 
2027 3 2 0.193702 0.065217 0.258919 0.184648 0.443567 5.27707e+07 
2027 3 3 0.192474 0.0582131 0.250687 0.235638 0.486325 3.27111e+07 
2027 3 4 0.192018 0.0557171 0.247736 0.25539 0.503126 1.97986e+07 
2027 3 5 0.192033 0.0535238 0.245557 0.255345 0.500902 1.19155e+07 
2027 3 6 0.192122 0.049294 0.241416 0.255252 0.496668 7.64916e+06 
2027 3 7 0.192168 0.0524683 0.244636 0.255443 0.50008 3.96984e+06 
2028 3 0 0.100309 0.0344396 0.134748 0 0.134748 1.16405e+08 
2028 3 1 0.196614 0.095893 0.292507 0.0810555 0.373563 8.16259e+07 
2028 3 2 0.19371 0.0649711 0.258681 0.184648 0.443329 5.28155e+07 
2028 3 3 0.19248 0.0579899 0.25047 0.235638 0.486108 3.27763e+07 
2028 3 4 0.192025 0.0555024 0.247527 0.25539 0.502917 1.9867e+07 
2028 3 5 0.192039 0.053316 0.245355 0.255345 0.5007 1.19869e+07 
2028 3 6 0.192128 0.0490994 0.241227 0.255252 0.49648 7.24604e+06 
2028 3 7 0.192174 0.0522656 0.244439 0.255443 0.499883 4.64831e+06 
2029 3 0 0.100308 0.0344055 0.134714 0 0.134714 1.16405e+08 
2029 3 1 0.196618 0.0957833 0.292401 0.0810564 0.373458 8.16392e+07 
2029 3 2 0.193712 0.0648865 0.258599 0.184649 0.443248 5.28412e+07 
2029 3 3 0.192483 0.0579126 0.250395 0.235638 0.486034 3.28076e+07 
2029 3 4 0.192027 0.0554275 0.247454 0.255391 0.502845 1.99086e+07 
2029 3 5 0.192041 0.0532436 0.245285 0.255346 0.500631 1.20295e+07 
2029 3 6 0.19213 0.0490303 0.24116 0.255253 0.496413 7.29012e+06 
2029 3 7 0.192176 0.0521943 0.24437 0.255444 0.499814 4.40374e+06 
2030 3 0 0.100308 0.0343767 0.134685 0 0.134685 1.16405e+08 
2030 3 1 0.196622 0.0956735 0.292295 0.0810571 0.373352 8.16489e+07 
2030 3 2 0.193715 0.0648051 0.25852 0.184649 0.443169 5.28544e+07 
2030 3 3 0.192485 0.0578385 0.250323 0.235639 0.485962 3.28261e+07 
2030 3 4 0.192029 0.0553561 0.247385 0.255391 0.502776 1.99291e+07 
2030 3 5 0.192043 0.0531745 0.245218 0.255346 0.500564 1.20555e+07 
2030 3 6 0.192132 0.0489652 0.241097 0.255253 0.49635 7.31651e+06 
2030 3 7 0.192178 0.0521268 0.244304 0.255444 0.499748 4.43083e+06 
2031 3 0 0.100308 0.034359 0.134667 0 0.134667 1.16405e+08 
2031 3 1 0.196624 0.0956065 0.29223 0.0810576 0.373288 8.16555e+07 
2031 3 2 0.193716 0.0647553 0.258471 0.184649 0.443121 5.28637e+07 
2031 3 3 0.192486 0.0577932 0.250279 0.235639 0.485918 3.2836e+07 
2031 3 4 0.19203 0.0553125 0.247343 0.255391 0.502733 1.99413e+07 
2031 3 5 0.192045 0.0531323 0.245177 0.255346 0.500523 1.20685e+07 
2031 3 6 0.192133 0.0489254 0.241058 0.255253 0.496311 7.33267e+06 
2031 3 7 0.192179 0.0520855 0.244264 0.255444 0.499708 4.44707e+06 
2032 3 0 0.100308 0.0343481 0.134656 0 0.134656 1.16405e+08 
2032 3 1 0.196625 0.0955655 0.292191 0.0810579 0.373249 8.16596e+07 
2032 3 2 0.193717 0.0647249 0.258442 0.184649 0.443091 5.28698e+07 
2032 3 3 0.192487 0.0577655 0.250252 0.235639 0.485891 3.28428e+07 
2032 3 4 0.192031 0.0552858 0.247317 0.255391 0.502708 1.99479e+07 
2032 3 5 0.192045 0.0531064 0.245152 0.255346 0.500497 1.20762e+07 
2032 3 6 0.192133 0.048901 0.241035 0.255253 0.496288 7.34076e+06 
2032 3 7 0.192179 0.0520602 0.24424 0.255444 0.499683 4.45702e+06 
2033 3 0 0.100308 0.0343414 0.134649 0 0.134649 1.16405e+08 
2033 3 1 0.196626 0.0955404 0.292166 0.0810581 0.373225 8.1662e+07 
2033 3 2 0.193718 0.0647061 0.258424 0.184649 0.443073 5.28736e+07 
2033 3 3 0.192487 0.0577484 0.250236 0.235639 0.485875 3.28473e+07 
2033 3 4 0.192031 0.0552693 0.247301 0.255391 0.502692 1.99524e+07 
2033 3 5 0.192046 0.0530905 0.245136 0.255346 0.500482 1.20804e+07 
2033 3 6 0.192134 0.0488861 0.24102 0.255253 0.496273 7.3456e+06 
2033 3 7 0.19218 0.0520447 0.244225 0.255444 0.499668 4.46201e+06 
2034 3 0 0.100308 0.0343373 0.134645 0 0.134645 1.16405e+08 
2034 3 1 0.196627 0.0955248 0.292151 0.0810582 0.37321 8.16636e+07 
2034 3 2 0.193718 0.0646945 0.258412 0.184649 0.443062 5.28759e+07 
2034 3 3 0.192488 0.0577379 0.250225 0.235639 0.485864 3.285e+07 
2034 3 4 0.192032 0.0552592 0.247291 0.255391 0.502682 1.99553e+07 
2034 3 5 0.192046 0.0530807 0.245127 0.255346 0.500473 1.20833e+07 
2034 3 6 0.192134 0.0488768 0.241011 0.255253 0.496264 7.34824e+06 
2034 3 7 0.19218 0.052035 0.244215 0.255444 0.499659 4.465e+06 
2035 3 0 0.100308 0.0343347 0.134642 0 0.134642 1.16405e+08 
2035 3 1 0.196627 0.0955151 0.292142 0.0810582 0.3732 8.16645e+07 
2035 3 2 0.193718 0.0646873 0.258405 0.184649 0.443055 5.28773e+07 
2035 3 3 0.192488 0.0577313 0.250219 0.235639 0.485858 3.28517e+07 
2035 3 4 0.192032 0.0552528 0.247285 0.255391 0.502676 1.99571e+07 
2035 3 5 0.192046 0.0530745 0.245121 0.255346 0.500467 1.20852e+07 
2035 3 6 0.192134 0.048871 0.241005 0.255253 0.496258 7.35004e+06 
2035 3 7 0.19218 0.052029 0.244209 0.255444 0.499653 4.46663e+06 
2036 3 0 0.100308 0.0343331 0.134641 0 0.134641 1.16405e+08 
2036 3 1 0.196627 0.095509 0.292136 0.0810583 0.373194 8.16651e+07 
2036 3 2 0.193718 0.0646828 0.258401 0.184649 0.44305 5.28782e+07 
2036 3 3 0.192488 0.0577272 0.250215 0.235639 0.485854 3.28527e+07 
2036 3 4 0.192032 0.0552489 0.247281 0.255391 0.502672 1.99582e+07 
2036 3 5 0.192046 0.0530707 0.245117 0.255346 0.500463 1.20863e+07 
2036 3 6 0.192134 0.0488674 0.241002 0.255253 0.496255 7.3512e+06 
2036 3 7 0.19218 0.0520253 0.244206 0.255444 0.499649 4.46775e+06 
2037 3 0 0.100308 0.034332 0.13464 0 0.13464 1.16405e+08 
2037 3 1 0.196627 0.0955052 0.292132 0.0810583 0.373191 8.16655e+07 
2037 3 2 0.193718 0.06468 0.258398 0.184649 0.443048 5.28788e+07 
2037 3 3 0.192488 0.0577246 0.250213 0.235639 0.485851 3.28534e+07 
2037 3 4 0.192032 0.0552464 0.247278 0.255391 0.502669 1.99589e+07 
2037 3 5 0.192046 0.0530683 0.245115 0.255346 0.500461 1.2087e+07 
2037 3 6 0.192134 0.0488651 0.241 0.255253 0.496253 7.35191e+06 
2037 3 7 0.19218 0.052023 0.244203 0.255444 0.499647 4.46846e+06 
2038 3 0 0.100308 0.0343314 0.134639 0 0.134639 1.16405e+08 
2038 3 1 0.196627 0.0955029 0.29213 0.0810583 0.373189 8.16657e+07 
2038 3 2 0.193718 0.0646782 0.258397 0.184649 0.443046 5.28791e+07 
2038 3 3 0.192488 0.057723 0.250211 0.235639 0.48585 3.28538e+07 
2038 3 4 0.192032 0.0552449 0.247277 0.255391 0.502668 1.99594e+07 
2038 3 5 0.192046 0.0530668 0.245113 0.255346 0.500459 1.20875e+07 
2038 3 6 0.192135 0.0488637 0.240998 0.255253 0.496251 7.35235e+06 
2038 3 7 0.19218 0.0520215 0.244202 0.255444 0.499646 4.4689e+06 
2039 3 0 0.100308 0.034331 0.134639 0 0.134639 1.16405e+08 
2039 3 1 0.196627 0.0955014 0.292129 0.0810583 0.373187 8.16659e+07 
2039 3 2 0.193718 0.0646772 0.258396 0.184649 0.443045 5.28793e+07 
2039 3 3 0.192488 0.057722 0.25021 0.235639 0.485849 3.2854e+07 
2039 3 4 0.192032 0.0552439 0.247276 0.255391 0.502667 1.99596e+07 
2039 3 5 0.192047 0.0530659 0.245112 0.255346 0.500458 1.20877e+07 
2039 3 6 0.192135 0.0488629 0.240997 0.255253 0.496251 7.35262e+06 
2039 3 7 0.19218 0.0520206 0.244201 0.255444 0.499645 4.46917e+06 
2040 3 0 0.100308 0.0343308 0.134638 0 0.134638 1.16405e+08 
2040 3 1 0.196627 0.0955005 0.292128 0.0810583 0.373186 8.1666e+07 
2040 3 2 0.193718 0.0646765 0.258395 0.184649 0.443044 5.28795e+07 
2040 3 3 0.192488 0.0577214 0.25021 0.235639 0.485848 3.28542e+07 
2040 3 4 0.192032 0.0552433 0.247275 0.255391 0.502666 1.99598e+07 
2040 3 5 0.192047 0.0530653 0.245112 0.255346 0.500458 1.20879e+07 
2040 3 6 0.192135 0.0488623 0.240997 0.255253 0.49625 7.35279e+06 
2040 3 7 0.192181 0.05202 0.244201 0.255444 0.499644 4.46934e+06 
2041 3 0 0.100308 0.0343306 0.134638 0 0.134638 1.16405e+08 
2041 3 1 0.196627 0.0954999 0.292127 0.0810583 0.373186 8.1666e+07 
2041 3 2 0.193718 0.0646761 0.258394 0.184649 0.443044 5.28796e+07 
2041 3 3 0.192488 0.057721 0.250209 0.235639 0.485848 3.28543e+07 
2041 3 4 0.192032 0.0552429 0.247275 0.255391 0.502666 1.99599e+07 
2041 3 5 0.192047 0.053065 0.245112 0.255346 0.500457 1.2088e+07 
2041 3 6 0.192135 0.048862 0.240997 0.255253 0.49625 7.3529e+06 
2041 3 7 0.192181 0.0520197 0.2442 0.255444 0.499644 4.46945e+06 
2042 3 0 0.100308 0.0343305 0.134638 0 0.134638 1.16405e+08 
2042 3 1 0.196627 0.0954996 0.292127 0.0810583 0.373185 8.1666e+07 
2042 3 2 0.193718 0.0646758 0.258394 0.184649 0.443043 5.28796e+07 
2042 3 3 0.192488 0.0577208 0.250209 0.235639 0.485848 3.28543e+07 
2042 3 4 0.192032 0.0552427 0.247275 0.255391 0.502666 1.996e+07 
2042 3 5 0.192047 0.0530648 0.245111 0.255346 0.500457 1.20881e+07 
2042 3 6 0.192135 0.0488618 0.240996 0.255253 0.49625 7.35297e+06 
2042 3 7 0.192181 0.0520195 0.2442 0.255444 0.499644 4.46951e+06 
2043 3 0 0.100308 0.0343305 0.134638 0 0.134638 1.16405e+08 
2043 3 1 0.196627 0.0954993 0.292127 0.0810583 0.373185 8.16661e+07 
2043 3 2 0.193718 0.0646756 0.258394 0.184649 0.443043 5.28796e+07 
2043 3 3 0.192488 0.0577207 0.250209 0.235639 0.485848 3.28544e+07 
2043 3 4 0.192032 0.0552426 0.247275 0.255391 0.502666 1.996e+07 
2043 3 5 0.192047 0.0530646 0.245111 0.255346 0.500457 1.20881e+07 
2043 3 6 0.192135 0.0488616 0.240996 0.255253 0.496249 7.35301e+06 
2043 3 7 0.192181 0.0520193 0.2442 0.255444 0.499644 4.46955e+06 
2044 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2044 3 1 0.196627 0.0954992 0.292127 0.0810583 0.373185 8.16661e+07 
2044 3 2 0.193718 0.0646755 0.258394 0.184649 0.443043 5.28797e+07 
2044 3 3 0.192488 0.0577206 0.250209 0.235639 0.485848 3.28544e+07 
2044 3 4 0.192032 0.0552425 0.247275 0.255391 0.502666 1.996e+07 
2044 3 5 0.192047 0.0530645 0.245111 0.255346 0.500457 1.20881e+07 
2044 3 6 0.192135 0.0488616 0.240996 0.255253 0.496249 7.35303e+06 
2044 3 7 0.192181 0.0520193 0.2442 0.255444 0.499643 4.46958e+06 
2045 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2045 3 1 0.196627 0.0954991 0.292127 0.0810583 0.373185 8.16661e+07 
2045 3 2 0.193718 0.0646755 0.258394 0.184649 0.443043 5.28797e+07 
2045 3 3 0.192488 0.0577205 0.250209 0.235639 0.485847 3.28544e+07 
2045 3 4 0.192032 0.0552424 0.247275 0.255391 0.502666 1.996e+07 
2045 3 5 0.192047 0.0530645 0.245111 0.255346 0.500457 1.20882e+07 
2045 3 6 0.192135 0.0488615 0.240996 0.255253 0.496249 7.35305e+06 
2045 3 7 0.192181 0.0520192 0.2442 0.255444 0.499643 4.4696e+06 
2046 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2046 3 1 0.196627 0.0954991 0.292127 0.0810583 0.373185 8.16661e+07 
2046 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2046 3 3 0.192488 0.0577205 0.250209 0.235639 0.485847 3.28544e+07 
2046 3 4 0.192032 0.0552424 0.247275 0.255391 0.502665 1.99601e+07 
2046 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2046 3 6 0.192135 0.0488615 0.240996 0.255253 0.496249 7.35306e+06 
2046 3 7 0.192181 0.0520192 0.2442 0.255444 0.499643 4.46961e+06 
2047 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2047 3 1 0.196627 0.095499 0.292127 0.0810583 0.373185 8.16661e+07 
2047 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2047 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2047 3 4 0.192032 0.0552424 0.247274 0.255391 0.502665 1.99601e+07 
2047 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2047 3 6 0.192135 0.0488615 0.240996 0.255253 0.496249 7.35307e+06 
2047 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46961e+06 
2048 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2048 3 1 0.196627 0.095499 0.292127 0.0810583 0.373185 8.16661e+07 
2048 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2048 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2048 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2048 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2048 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35307e+06 
2048 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2049 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2049 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2049 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2049 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2049 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2049 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2049 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35307e+06 
2049 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2050 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2050 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2050 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2050 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2050 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2050 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2050 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35307e+06 
2050 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2051 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2051 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2051 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2051 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2051 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2051 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2051 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35307e+06 
2051 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2052 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2052 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2052 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2052 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2052 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2052 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2052 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2052 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2053 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2053 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2053 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2053 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2053 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2053 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2053 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2053 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2054 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2054 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2054 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2054 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2054 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2054 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2054 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2054 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2055 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2055 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2055 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2055 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2055 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2055 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2055 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2055 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2056 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2056 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2056 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2056 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2056 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2056 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2056 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2056 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2057 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2057 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2057 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2057 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2057 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2057 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2057 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2057 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2058 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2058 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2058 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2058 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2058 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2058 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2058 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2058 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2059 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2059 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2059 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2059 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2059 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2059 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2059 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
