"Year","Species.n","Age","M2"
2010,2,5,0.135296743347989
2010,3,5,0.184426375950731
2011,2,5,0.121285158983922
2011,3,5,0.181698231125089
2012,2,5,0.0867405447892012
2012,3,5,0.147719948681906
2013,2,5,0.0779342443885046
2013,3,5,0.132498009086499
2014,2,5,0.0845840241492968
2014,3,5,0.133049813366134
2015,2,5,0.0606033910279144
2015,3,5,0.100567270614276
2016,2,5,0.0697640869744092
2016,3,5,0.0953774787794612
2017,2,5,0.0576761105814821
2017,3,5,0.0805091338305874
2018,2,5,0.0400378448807831
2018,3,5,0.0764881051563097
2019,2,5,0.0517124926334408
2019,3,5,0.0786962284002418
2020,2,5,0.0424449442830595
2020,3,5,0.0650977917572895
2021,2,5,0.0476458115668206
2021,3,5,0.0636303170487254
1974,2,6,0.114566178455857
1974,3,6,0.231977625669605
1975,2,6,0.137274570711061
1975,3,6,0.259075541310647
1976,2,6,0.123428058279817
1976,3,6,0.205589551471586
1977,2,6,0.134365403370734
1977,3,6,0.244519772125206
1978,2,6,0.171163115078063
1978,3,6,0.412725497518819
1979,2,6,0.214677580932698
1979,3,6,0.513700771475696
1980,2,6,0.227920828339516
1980,3,6,0.512054436659293
1981,2,6,0.209993502904602
1981,3,6,0.467371156749281
1982,2,6,0.180516559820249
1982,3,6,0.466310021911347
1983,2,6,0.178646117938988
1983,3,6,0.364187185643837
1984,2,6,0.169491816214306
1984,3,6,0.295462562201313
1985,2,6,0.137665577472476
1985,3,6,0.233867222802353
1986,2,6,0.122111641373967
1986,3,6,0.213054253641016
1987,2,6,0.0998004999938798
1987,3,6,0.214121471315605
1988,2,6,0.112410168103492
1988,3,6,0.211506572145427
1989,2,6,0.103123149729858
1989,3,6,0.158208296483519
1990,2,6,0.0594752021853765
1990,3,6,0.0928582742618281
1991,2,6,0.0402914579794932
1991,3,6,0.0589014309118076
1992,2,6,0.0449758446064551
1992,3,6,0.0582849874270913
1993,2,6,0.0604970294731174
1993,3,6,0.102270472784065
1994,2,6,0.0687095571507265
1994,3,6,0.0976742180967549
1995,2,6,0.0775089717743203
1995,3,6,0.0843864083168884
