Year Quarter Area Predator.no Predator.age Prey.no Prey.age Part.M2
2050 3 1 1 10 2 2 4.91353e-05
2050 3 1 1 10 2 3 4.33485e-05
2050 3 1 1 10 2 4 4.3838e-05
2050 3 1 1 10 2 5 4.00884e-05
2050 3 1 1 10 2 6 3.93641e-05
2050 3 1 1 10 2 7 3.98446e-05
2050 3 1 1 10 2 8 4.44799e-05
2050 3 1 1 10 3 0 2.57744e-05
2050 3 1 1 10 3 1 2.88371e-05
2050 3 1 1 10 3 2 2.87699e-05
2050 3 1 1 10 3 3 2.84335e-05
2050 3 1 1 10 3 4 2.84335e-05
2050 3 1 1 10 3 5 2.81894e-05
2050 3 1 1 10 3 6 2.7731e-05
2050 3 1 1 10 3 7 2.83159e-05
2050 4 1 1 3 2 0 0.00375704
2050 4 1 1 3 2 1 0.000824562
2050 4 1 1 3 3 0 0.00222192
2050 4 1 1 3 3 1 0.000809424
2050 4 1 1 3 3 2 0.00063762
2050 4 1 1 3 3 3 0.000529509
2050 4 1 1 3 3 4 0.000508469
2050 4 1 1 3 3 7 0.000515341
2050 4 1 1 4 2 0 0.0200741
2050 4 1 1 4 2 1 0.00584556
2050 4 1 1 4 2 2 0.00368619
2050 4 1 1 4 2 3 0.00312733
2050 4 1 1 4 2 4 0.00238295
2050 4 1 1 4 2 5 0.00216174
2050 4 1 1 4 3 0 0.0106236
2050 4 1 1 4 3 1 0.00480957
2050 4 1 1 4 3 2 0.00396317
2050 4 1 1 4 3 3 0.00340435
2050 4 1 1 4 3 4 0.00329284
2050 4 1 1 4 3 5 0.00305372
2050 4 1 1 4 3 6 0.00292896
2050 4 1 1 4 3 7 0.00332937
2050 4 1 1 5 2 0 0.0238088
2050 4 1 1 5 2 1 0.00870926
2050 4 1 1 5 2 2 0.00589244
2050 4 1 1 5 2 3 0.00511942
2050 4 1 1 5 2 4 0.00405206
2050 4 1 1 5 2 5 0.00372498
2050 4 1 1 5 2 6 0.00296422
2050 4 1 1 5 2 7 0.00311443
2050 4 1 1 5 2 8 0.00274776
2050 4 1 1 5 3 0 0.0115202
2050 4 1 1 5 3 1 0.00621473
2050 4 1 1 5 3 2 0.00531039
2050 4 1 1 5 3 3 0.0046877
2050 4 1 1 5 3 4 0.00456071
2050 4 1 1 5 3 5 0.00428511
2050 4 1 1 5 3 6 0.00413945
2050 4 1 1 5 3 7 0.00460242
2050 4 1 1 6 2 0 0.0360273
2050 4 1 1 6 2 1 0.0159125
2050 4 1 1 6 2 2 0.0114107
2050 4 1 1 6 2 3 0.0101105
2050 4 1 1 6 2 4 0.00825802
2050 4 1 1 6 2 5 0.00767511
2050 4 1 1 6 2 6 0.00628676
2050 4 1 1 6 2 7 0.00656481
2050 4 1 1 6 2 8 0.00588238
2050 4 1 1 6 3 0 0.0161881
2050 4 1 1 6 3 1 0.0100942
2050 4 1 1 6 3 2 0.00888809
2050 4 1 1 6 3 3 0.00802467
2050 4 1 1 6 3 4 0.00784508
2050 4 1 1 6 3 5 0.00745097
2050 4 1 1 6 3 6 0.00724023
2050 4 1 1 6 3 7 0.00790419
2050 4 1 1 7 2 0 0.0222654
2050 4 1 1 7 2 1 0.0116494
2050 4 1 1 7 2 2 0.00880191
2050 4 1 1 7 2 3 0.007938
2050 4 1 1 7 2 4 0.00666925
2050 4 1 1 7 2 5 0.00625986
2050 4 1 1 7 2 6 0.00526247
2050 4 1 1 7 2 7 0.0054649
2050 4 1 1 7 2 8 0.0049655
2050 4 1 1 7 3 0 0.00936036
2050 4 1 1 7 3 1 0.00664829
2050 4 1 1 7 3 2 0.00601391
2050 4 1 1 7 3 3 0.00554077
2050 4 1 1 7 3 4 0.00544032
2050 4 1 1 7 3 5 0.00521737
2050 4 1 1 7 3 6 0.00509672
2050 4 1 1 7 3 7 0.00547346
2050 4 1 1 8 2 0 0.0328763
2050 4 1 1 8 2 1 0.020421
2050 4 1 1 8 2 2 0.0162683
2050 4 1 1 8 2 3 0.0149364
2050 4 1 1 8 2 4 0.0129133
2050 4 1 1 8 2 5 0.0122421
2050 4 1 1 8 2 6 0.010566
2050 4 1 1 8 2 7 0.0109112
2050 4 1 1 8 2 8 0.0100549
2050 4 1 1 8 3 0 0.0129202
2050 4 1 1 8 3 1 0.0104703
2050 4 1 1 8 3 2 0.00973352
2050 4 1 1 8 3 3 0.00915358
2050 4 1 1 8 3 4 0.00902721
2050 4 1 1 8 3 5 0.00874273
2050 4 1 1 8 3 6 0.00858648
2050 4 1 1 8 3 7 0.00906903
2050 4 1 1 9 2 0 0.00599835
2050 4 1 1 9 2 1 0.00465017
2050 4 1 1 9 2 2 0.00396668
2050 4 1 1 9 2 3 0.00372708
2050 4 1 1 9 2 4 0.00334351
2050 4 1 1 9 2 5 0.00321084
2050 4 1 1 9 2 6 0.00286705
2050 4 1 1 9 2 7 0.00293934
2050 4 1 1 9 2 8 0.00275849
2050 4 1 1 9 3 0 0.00216079
2050 4 1 1 9 3 1 0.00207619
2050 4 1 1 9 3 2 0.00199939
2050 4 1 1 9 3 3 0.00193074
2050 4 1 1 9 3 4 0.00191492
2050 4 1 1 9 3 5 0.00187825
2050 4 1 1 9 3 6 0.00185751
2050 4 1 1 9 3 7 0.00192019
2050 4 1 1 10 2 0 0.000201457
2050 4 1 1 10 2 1 0.000188678
2050 4 1 1 10 2 2 0.000170613
2050 4 1 1 10 2 3 0.000163499
2050 4 1 1 10 2 4 0.000151368
2050 4 1 1 10 2 5 0.000146969
2050 4 1 1 10 2 6 0.000135094
2050 4 1 1 10 2 7 0.000137648
2050 4 1 1 10 2 8 0.000131202
2050 4 1 1 10 3 0 6.73765e-05
2050 4 1 1 10 3 1 7.48621e-05
2050 4 1 1 10 3 2 7.42955e-05
2050 4 1 1 10 3 3 7.33842e-05
2050 4 1 1 10 3 4 7.31362e-05
2050 4 1 1 10 3 5 7.25164e-05
2050 4 1 1 10 3 6 7.21405e-05
2050 4 1 1 10 3 7 7.32202e-05
2051 1 1 1 2 2 1 0.00247911
2051 1 1 1 2 3 1 0.00226214
2051 1 1 1 3 2 1 0.00778382
2051 1 1 1 3 3 1 0.00591072
2051 1 1 1 3 3 2 0.00216426
2051 1 1 1 3 3 3 0.00168105
2051 1 1 1 3 3 4 0.00153238
2051 1 1 1 3 3 5 0.00140262
2051 1 1 1 3 3 6 0.001271
2051 1 1 1 3 3 7 0.00130666
2051 1 1 1 4 2 1 0.0295178
2051 1 1 1 4 2 2 0.0089596
2051 1 1 1 4 2 3 0.0062211
2051 1 1 1 4 2 4 0.00398264
2051 1 1 1 4 2 5 0.00351807
2051 1 1 1 4 2 6 0.00304967
2051 1 1 1 4 3 1 0.0193465
2051 1 1 1 4 3 2 0.0088793
2051 1 1 1 4 3 3 0.00724741
2051 1 1 1 4 3 4 0.00672394
2051 1 1 1 4 3 5 0.00625749
2051 1 1 1 4 3 6 0.0057744
2051 1 1 1 4 3 7 0.00590632
2051 1 1 1 5 2 1 0.0290942
2051 1 1 1 5 2 2 0.0109956
2051 1 1 1 5 2 3 0.00807611
2051 1 1 1 5 2 4 0.00551276
2051 1 1 1 5 2 5 0.00495358
2051 1 1 1 5 2 6 0.00437775
2051 1 1 1 5 2 7 0.00420822
2051 1 1 1 5 2 8 0.00270479
2051 1 1 1 5 3 1 0.0169892
2051 1 1 1 5 3 2 0.0093092
2051 1 1 1 5 3 3 0.00789967
2051 1 1 1 5 3 4 0.00743111
2051 1 1 1 5 3 5 0.00700618
2051 1 1 1 5 3 6 0.00655822
2051 1 1 1 5 3 7 0.00668137
2051 1 1 1 6 2 1 0.057143
2051 1 1 1 6 2 2 0.0259247
2051 1 1 1 6 2 3 0.0199541
2051 1 1 1 6 2 4 0.0143687
2051 1 1 1 6 2 5 0.0130962
2051 1 1 1 6 2 6 0.0117616
2051 1 1 1 6 2 7 0.0113635
2051 1 1 1 6 2 8 0.00771205
2051 1 1 1 6 3 1 0.0303069
2051 1 1 1 6 3 2 0.0192491
2051 1 1 1 6 3 3 0.0168727
2051 1 1 1 6 3 4 0.0160558
2051 1 1 1 6 3 5 0.0153027
2051 1 1 1 6 3 6 0.0144957
2051 1 1 1 6 3 7 0.0147189
2051 1 1 1 7 2 1 0.0364439
2051 1 1 1 7 2 2 0.019464
2051 1 1 1 7 2 3 0.0156211
2051 1 1 1 7 2 4 0.0117987
2051 1 1 1 7 2 5 0.0108914
2051 1 1 1 7 2 6 0.00992296
2051 1 1 1 7 2 7 0.00963058
2051 1 1 1 7 2 8 0.00686133
2051 1 1 1 7 3 1 0.017737
2051 1 1 1 7 3 2 0.0128536
2051 1 1 1 7 3 3 0.0115977
2051 1 1 1 7 3 4 0.0111503
2051 1 1 1 7 3 5 0.0107307
2051 1 1 1 7 3 6 0.0102734
2051 1 1 1 7 3 7 0.0104007
2051 1 1 1 8 2 1 0.052743
2051 1 1 1 8 2 2 0.033134
2051 1 1 1 8 2 3 0.027722
2051 1 1 1 8 2 4 0.0219572
2051 1 1 1 8 2 5 0.0205267
2051 1 1 1 8 2 6 0.0189708
2051 1 1 1 8 2 7 0.0184949
2051 1 1 1 8 2 8 0.0138293
2051 1 1 1 8 3 1 0.0235659
2051 1 1 1 8 3 2 0.0194724
2051 1 1 1 8 3 3 0.0180831
2051 1 1 1 8 3 4 0.0175645
2051 1 1 1 8 3 5 0.0170672
2051 1 1 1 8 3 6 0.0165133
2051 1 1 1 8 3 7 0.0166687
2051 1 1 1 9 2 1 0.00864177
2051 1 1 1 9 2 2 0.00672632
2051 1 1 1 9 2 3 0.00594542
2051 1 1 1 9 2 4 0.00501383
2051 1 1 1 9 2 5 0.00476609
2051 1 1 1 9 2 6 0.00448872
2051 1 1 1 9 2 7 0.00440218
2051 1 1 1 9 2 8 0.00350854
2051 1 1 1 9 3 1 0.00344906
2051 1 1 1 9 3 2 0.00338894
2051 1 1 1 9 3 3 0.00326911
2051 1 1 1 9 3 4 0.00321856
2051 1 1 1 9 3 5 0.00316746
2051 1 1 1 9 3 6 0.00310772
2051 1 1 1 9 3 7 0.00312478
2051 1 1 1 10 2 1 0.000283897
2051 1 1 1 10 2 2 0.000265174
2051 1 1 1 10 2 3 0.000245604
2051 1 1 1 10 2 4 0.000218473
2051 1 1 1 10 2 5 0.00021065
2051 1 1 1 10 2 6 0.000201602
2051 1 1 1 10 2 7 0.000198717
2051 1 1 1 10 2 8 0.000167215
2051 1 1 1 10 3 1 0.000102931
2051 1 1 1 10 3 2 0.000117199
2051 1 1 1 10 3 3 0.000116772
2051 1 1 1 10 3 4 0.000116297
2051 1 1 1 10 3 5 0.000115696
2051 1 1 1 10 3 6 0.000114869
2051 1 1 1 10 3 7 0.000115118
2051 2 1 1 2 3 1 0.00142296
2051 2 1 1 3 2 1 0.000926391
2051 2 1 1 3 3 1 0.00519528
2051 2 1 1 3 3 2 0.0021833
2051 2 1 1 3 3 3 0.00179194
2051 2 1 1 3 3 4 0.00158697
2051 2 1 1 3 3 5 0.00154123
2051 2 1 1 3 3 7 0.00135797
2051 2 1 1 4 2 1 0.00361965
2051 2 1 1 4 2 2 0.00165086
2051 2 1 1 4 2 3 0.00183634
2051 2 1 1 4 2 4 0.00100518
2051 2 1 1 4 2 5 0.00107244
2051 2 1 1 4 3 1 0.015438
2051 2 1 1 4 3 2 0.00781976
2051 2 1 1 4 3 3 0.00666742
2051 2 1 1 4 3 4 0.00604093
2051 2 1 1 4 3 5 0.0058987
2051 2 1 1 4 3 6 0.00487505
2051 2 1 1 4 3 7 0.00531911
2051 2 1 1 5 2 1 0.00440038
2051 2 1 1 5 2 2 0.00228221
2051 2 1 1 5 2 3 0.00249756
2051 2 1 1 5 2 4 0.00149384
2051 2 1 1 5 2 5 0.00157931
2051 2 1 1 5 2 6 0.00114629
2051 2 1 1 5 2 7 0.000887356
2051 2 1 1 5 2 8 0.000729377
2051 2 1 1 5 3 1 0.0150717
2051 2 1 1 5 3 2 0.00886624
2051 2 1 1 5 3 3 0.00779412
2051 2 1 1 5 3 4 0.00719193
2051 2 1 1 5 3 5 0.00705316
2051 2 1 1 5 3 6 0.00602989
2051 2 1 1 5 3 7 0.00647928
2051 2 1 1 6 2 1 0.00928105
2051 2 1 1 6 2 2 0.00534472
2051 2 1 1 6 2 3 0.00577185
2051 2 1 1 6 2 4 0.0037107
2051 2 1 1 6 2 5 0.00389396
2051 2 1 1 6 2 6 0.00294676
2051 2 1 1 6 2 7 0.00235446
2051 2 1 1 6 2 8 0.00198098
2051 2 1 1 6 3 1 0.0265884
2051 2 1 1 6 3 2 0.017668
2051 2 1 1 6 3 3 0.0159227
2051 2 1 1 6 3 4 0.0149126
2051 2 1 1 6 3 5 0.0146767
2051 2 1 1 6 3 6 0.0128982
2051 2 1 1 6 3 7 0.0136879
2051 2 1 1 7 2 1 0.00633092
2051 2 1 1 7 2 2 0.00400992
2051 2 1 1 7 2 3 0.00427838
2051 2 1 1 7 2 4 0.00293718
2051 2 1 1 7 2 5 0.00306148
2051 2 1 1 7 2 6 0.0024064
2051 2 1 1 7 2 7 0.00197884
2051 2 1 1 7 2 8 0.00170065
2051 2 1 1 7 3 1 0.0154177
2051 2 1 1 7 3 2 0.0114454
2051 2 1 1 7 3 3 0.0105508
2051 2 1 1 7 3 4 0.0100161
2051 2 1 1 7 3 5 0.00988937
2051 2 1 1 7 3 6 0.00891164
2051 2 1 1 7 3 7 0.00935072
2051 2 1 1 8 2 1 0.0105896
2051 2 1 1 8 2 2 0.0073741
2051 2 1 1 8 2 3 0.00777371
2051 2 1 1 8 2 4 0.00569728
2051 2 1 1 8 2 5 0.00589854
2051 2 1 1 8 2 6 0.00481497
2051 2 1 1 8 2 7 0.00407454
2051 2 1 1 8 2 8 0.00357651
2051 2 1 1 8 3 1 0.0219377
2051 2 1 1 8 3 2 0.0181851
2051 2 1 1 8 3 3 0.0171455
2051 2 1 1 8 3 4 0.0164972
2051 2 1 1 8 3 5 0.0163408
2051 2 1 1 8 3 6 0.0150974
2051 2 1 1 8 3 7 0.0156636
2051 2 1 1 9 2 1 0.00214114
2051 2 1 1 9 2 2 0.0016873
2051 2 1 1 9 2 3 0.00175103
2051 2 1 1 9 2 4 0.00139759
2051 2 1 1 9 2 5 0.0014343
2051 2 1 1 9 2 6 0.00123001
2051 2 1 1 9 2 7 0.00108051
2051 2 1 1 9 2 8 0.000974955
2051 2 1 1 9 3 1 0.0035917
2051 2 1 1 9 3 2 0.00343833
2051 2 1 1 9 3 3 0.00333844
2051 2 1 1 9 3 4 0.00326918
2051 2 1 1 9 3 5 0.00325173
2051 2 1 1 9 3 6 0.0031038
2051 2 1 1 9 3 7 0.00317315
2051 2 1 1 10 2 1 8.20715e-05
2051 2 1 1 10 2 2 7.18796e-05
2051 2 1 1 10 2 3 7.36016e-05
2051 2 1 1 10 2 4 6.31834e-05
2051 2 1 1 10 2 5 6.43588e-05
2051 2 1 1 10 2 6 5.75654e-05
2051 2 1 1 10 2 7 5.22093e-05
2051 2 1 1 10 2 8 4.82312e-05
2051 2 1 1 10 3 1 0.00011497
2051 2 1 1 10 3 2 0.000124456
2051 2 1 1 10 3 3 0.000123911
2051 2 1 1 10 3 4 0.000123175
2051 2 1 1 10 3 5 0.000122956
2051 2 1 1 10 3 6 0.000120673
2051 2 1 1 10 3 7 0.000121828
2051 3 1 1 2 2 0 0.00035039
2051 3 1 1 2 3 0 0.000301344
2051 3 1 1 3 2 0 0.00238112
2051 3 1 1 3 3 0 0.00179686
2051 3 1 1 3 3 1 0.000743092
2051 3 1 1 3 3 2 0.000555971
2051 3 1 1 3 3 3 0.000444169
2051 3 1 1 3 3 4 0.000444169
2051 3 1 1 3 3 5 0.000397828
2051 3 1 1 3 3 7 0.000420045
2051 3 1 1 4 2 0 0.0095207
2051 3 1 1 4 2 1 0.00257606
2051 3 1 1 4 2 2 0.00137781
2051 3 1 1 4 2 3 0.00090198
2051 3 1 1 4 2 4 0.000934722
2051 3 1 1 4 2 8 0.000979445
2051 3 1 1 4 3 0 0.00641669
2051 3 1 1 4 3 1 0.00321761
2051 3 1 1 4 3 2 0.00254531
2051 3 1 1 4 3 3 0.00211899
2051 3 1 1 4 3 4 0.00211899
2051 3 1 1 4 3 5 0.0019356
2051 3 1 1 4 3 6 0.00168603
2051 3 1 1 4 3 7 0.00202406
2051 3 1 1 5 2 0 0.0105346
2051 3 1 1 5 2 1 0.0036393
2051 3 1 1 5 2 2 0.00213993
2051 3 1 1 5 2 3 0.00148614
2051 3 1 1 5 2 4 0.00153266
2051 3 1 1 5 2 5 0.00120818
2051 3 1 1 5 2 6 0.00115313
2051 3 1 1 5 2 7 0.0011894
2051 3 1 1 5 2 8 0.00159578
2051 3 1 1 5 3 0 0.00646827
2051 3 1 1 5 3 1 0.00380197
2051 3 1 1 5 3 2 0.00314896
2051 3 1 1 5 3 3 0.00271209
2051 3 1 1 5 3 4 0.00271209
2051 3 1 1 5 3 5 0.00251787
2051 3 1 1 5 3 6 0.00224667
2051 3 1 1 5 3 7 0.00261206
2051 3 1 1 6 2 0 0.0123043
2051 3 1 1 6 2 1 0.00518028
2051 3 1 1 6 2 2 0.00328887
2051 3 1 1 6 2 3 0.00239591
2051 3 1 1 6 2 4 0.00246125
2051 3 1 1 6 2 5 0.0019986
2051 3 1 1 6 2 6 0.0019184
2051 3 1 1 6 2 7 0.0019713
2051 3 1 1 6 2 8 0.00254944
2051 3 1 1 6 3 0 0.00700594
2051 3 1 1 6 3 1 0.00468317
2051 3 1 1 6 3 2 0.00402577
2051 3 1 1 6 3 3 0.00356389
2051 3 1 1 6 3 4 0.00356389
2051 3 1 1 6 3 5 0.00335238
2051 3 1 1 6 3 6 0.00305019
2051 3 1 1 6 3 7 0.00345545
2051 3 1 1 7 2 0 0.00738414
2051 3 1 1 7 2 1 0.00371904
2051 3 1 1 7 2 2 0.00253109
2051 3 1 1 7 2 3 0.0019255
2051 3 1 1 7 2 4 0.00197101
2051 3 1 1 7 2 5 0.00164412
2051 3 1 1 7 2 6 0.00158628
2051 3 1 1 7 2 7 0.00162447
2051 3 1 1 7 2 8 0.00203211
2051 3 1 1 7 3 0 0.00392669
2051 3 1 1 7 3 1 0.00294924
2051 3 1 1 7 3 2 0.00262212
2051 3 1 1 7 3 3 0.00237983
2051 3 1 1 7 3 4 0.00237983
2051 3 1 1 7 3 5 0.00226537
2051 3 1 1 7 3 6 0.00209789
2051 3 1 1 7 3 7 0.00232143
2051 3 1 1 8 2 0 0.0109079
2051 3 1 1 8 2 1 0.00657917
2051 3 1 1 8 2 2 0.0048019
2051 3 1 1 8 2 3 0.00381573
2051 3 1 1 8 2 4 0.003892
2051 3 1 1 8 2 5 0.00333549
2051 3 1 1 8 2 6 0.00323484
2051 3 1 1 8 2 7 0.00330138
2051 3 1 1 8 2 8 0.00399381
2051 3 1 1 8 3 0 0.00541508
2051 3 1 1 8 3 1 0.004573
2051 3 1 1 8 3 2 0.00420595
2051 3 1 1 8 3 3 0.00391419
2051 3 1 1 8 3 4 0.00391419
2051 3 1 1 8 3 5 0.00377078
2051 3 1 1 8 3 6 0.00355461
2051 3 1 1 8 3 7 0.00384146
2051 3 1 1 9 2 0 0.00193172
2051 3 1 1 9 2 1 0.00147122
2051 3 1 1 9 2 2 0.00117545
2051 3 1 1 9 2 3 0.000988229
2051 3 1 1 9 2 4 0.00100334
2051 3 1 1 9 2 5 0.000890492
2051 3 1 1 9 2 6 0.000869417
2051 3 1 1 9 2 7 0.000883373
2051 3 1 1 9 2 8 0.00102334
2051 3 1 1 9 3 0 0.000877345
2051 3 1 1 9 3 1 0.00086226
2051 3 1 1 9 3 2 0.000828606
2051 3 1 1 9 3 3 0.000796538
2051 3 1 1 9 3 4 0.000796538
2051 3 1 1 9 3 5 0.000779323
2051 3 1 1 9 3 6 0.000751733
2051 3 1 1 9 3 7 0.00078792
2051 3 1 1 10 2 0 6.38943e-05
2051 3 1 1 10 2 1 5.93981e-05
2051 3 1 1 10 2 2 5.12715e-05
2051 3 1 1 10 2 3 4.5233e-05
2051 3 1 1 10 2 4 4.57438e-05
2051 3 1 1 10 2 5 4.18312e-05
2051 3 1 1 10 2 6 4.10754e-05
2051 3 1 1 10 2 7 4.15768e-05
2051 3 1 1 10 2 8 4.64137e-05
2051 3 1 1 10 3 0 2.68949e-05
2051 3 1 1 10 3 1 3.00907e-05
2051 3 1 1 10 3 2 3.00207e-05
2051 3 1 1 10 3 3 2.96697e-05
2051 3 1 1 10 3 4 2.96697e-05
2051 3 1 1 10 3 5 2.94149e-05
2051 3 1 1 10 3 6 2.89366e-05
2051 3 1 1 10 3 7 2.95469e-05
2051 4 1 1 3 2 0 0.00387673
2051 4 1 1 3 2 1 0.00085083
2051 4 1 1 3 3 0 0.00229271
2051 4 1 1 3 3 1 0.00083521
2051 4 1 1 3 3 2 0.000657933
2051 4 1 1 3 3 3 0.000546377
2051 4 1 1 3 3 4 0.000524667
2051 4 1 1 3 3 7 0.000531758
2051 4 1 1 4 2 0 0.0207661
2051 4 1 1 4 2 1 0.00604708
2051 4 1 1 4 2 2 0.00381327
2051 4 1 1 4 2 3 0.00323515
2051 4 1 1 4 2 4 0.00246511
2051 4 1 1 4 2 5 0.00223627
2051 4 1 1 4 3 0 0.0109898
2051 4 1 1 4 3 1 0.00497538
2051 4 1 1 4 3 2 0.0040998
2051 4 1 1 4 3 3 0.00352172
2051 4 1 1 4 3 4 0.00340636
2051 4 1 1 4 3 5 0.00315899
2051 4 1 1 4 3 6 0.00302994
2051 4 1 1 4 3 7 0.00344415
2051 4 1 1 5 2 0 0.0246804
2051 4 1 1 5 2 1 0.0090281
2051 4 1 1 5 2 2 0.00610816
2051 4 1 1 5 2 3 0.00530684
2051 4 1 1 5 2 4 0.0042004
2051 4 1 1 5 2 5 0.00386135
2051 4 1 1 5 2 6 0.00307274
2051 4 1 1 5 2 7 0.00322845
2051 4 1 1 5 2 8 0.00284836
2051 4 1 1 5 3 0 0.011942
2051 4 1 1 5 3 1 0.00644225
2051 4 1 1 5 3 2 0.0055048
2051 4 1 1 5 3 3 0.00485931
2051 4 1 1 5 3 4 0.00472768
2051 4 1 1 5 3 5 0.00444198
2051 4 1 1 5 3 6 0.00429099
2051 4 1 1 5 3 7 0.00477091
2051 4 1 1 6 2 0 0.0374048
2051 4 1 1 6 2 1 0.016521
2051 4 1 1 6 2 2 0.011847
2051 4 1 1 6 2 3 0.0104971
2051 4 1 1 6 2 4 0.00857377
2051 4 1 1 6 2 5 0.00796858
2051 4 1 1 6 2 6 0.00652714
2051 4 1 1 6 2 7 0.00681582
2051 4 1 1 6 2 8 0.0061073
2051 4 1 1 6 3 0 0.016807
2051 4 1 1 6 3 1 0.0104802
2051 4 1 1 6 3 2 0.00922794
2051 4 1 1 6 3 3 0.0083315
2051 4 1 1 6 3 4 0.00814504
2051 4 1 1 6 3 5 0.00773586
2051 4 1 1 6 3 6 0.00751706
2051 4 1 1 6 3 7 0.00820642
2051 4 1 1 7 2 0 0.0231471
2051 4 1 1 7 2 1 0.0121108
2051 4 1 1 7 2 2 0.00915047
2051 4 1 1 7 2 3 0.00825235
2051 4 1 1 7 2 4 0.00693337
2051 4 1 1 7 2 5 0.00650775
2051 4 1 1 7 2 6 0.00547087
2051 4 1 1 7 2 7 0.00568132
2051 4 1 1 7 2 8 0.00516214
2051 4 1 1 7 3 0 0.00973104
2051 4 1 1 7 3 1 0.00691157
2051 4 1 1 7 3 2 0.00625207
2051 4 1 1 7 3 3 0.00576019
2051 4 1 1 7 3 4 0.00565576
2051 4 1 1 7 3 5 0.00542398
2051 4 1 1 7 3 6 0.00529855
2051 4 1 1 7 3 7 0.00569022
2051 4 1 1 8 2 0 0.0342185
2051 4 1 1 8 2 1 0.0212548
2051 4 1 1 8 2 2 0.0169325
2051 4 1 1 8 2 3 0.0155463
2051 4 1 1 8 2 4 0.0134405
2051 4 1 1 8 2 5 0.012742
2051 4 1 1 8 2 6 0.0109974
2051 4 1 1 8 2 7 0.0113566
2051 4 1 1 8 2 8 0.0104654
2051 4 1 1 8 3 0 0.0134478
2051 4 1 1 8 3 1 0.0108978
2051 4 1 1 8 3 2 0.0101309
2051 4 1 1 8 3 3 0.0095273
2051 4 1 1 8 3 4 0.00939577
2051 4 1 1 8 3 5 0.00909968
2051 4 1 1 8 3 6 0.00893705
2051 4 1 1 8 3 7 0.0094393
2051 4 1 1 9 2 0 0.00625083
2051 4 1 1 9 2 1 0.0048459
2051 4 1 1 9 2 2 0.00413364
2051 4 1 1 9 2 3 0.00388395
2051 4 1 1 9 2 4 0.00348424
2051 4 1 1 9 2 5 0.00334599
2051 4 1 1 9 2 6 0.00298773
2051 4 1 1 9 2 7 0.00306306
2051 4 1 1 9 2 8 0.0028746
2051 4 1 1 9 3 0 0.00225174
2051 4 1 1 9 3 1 0.00216358
2051 4 1 1 9 3 2 0.00208355
2051 4 1 1 9 3 3 0.002012
2051 4 1 1 9 3 4 0.00199552
2051 4 1 1 9 3 5 0.00195731
2051 4 1 1 9 3 6 0.00193569
2051 4 1 1 9 3 7 0.00200101
2051 4 1 1 10 2 0 0.000210076
2051 4 1 1 10 2 1 0.000196751
2051 4 1 1 10 2 2 0.000177913
2051 4 1 1 10 2 3 0.000170494
2051 4 1 1 10 2 4 0.000157845
2051 4 1 1 10 2 5 0.000153258
2051 4 1 1 10 2 6 0.000140874
2051 4 1 1 10 2 7 0.000143537
2051 4 1 1 10 2 8 0.000136816
2051 4 1 1 10 3 0 7.02593e-05
2051 4 1 1 10 3 1 7.80652e-05
2051 4 1 1 10 3 2 7.74744e-05
2051 4 1 1 10 3 3 7.65241e-05
2051 4 1 1 10 3 4 7.62656e-05
2051 4 1 1 10 3 5 7.56192e-05
2051 4 1 1 10 3 6 7.52272e-05
2051 4 1 1 10 3 7 7.63531e-05
2052 1 1 1 2 2 1 0.00255466
2052 1 1 1 2 3 1 0.00233109
2052 1 1 1 3 2 1 0.00804388
2052 1 1 1 3 3 1 0.0061082
2052 1 1 1 3 3 2 0.00223657
2052 1 1 1 3 3 3 0.00173721
2052 1 1 1 3 3 4 0.00158358
2052 1 1 1 3 3 5 0.00144948
2052 1 1 1 3 3 6 0.00131346
2052 1 1 1 3 3 7 0.00135031
2052 1 1 1 4 2 1 0.0306176
2052 1 1 1 4 2 2 0.00929343
2052 1 1 1 4 2 3 0.00645289
2052 1 1 1 4 2 4 0.00413103
2052 1 1 1 4 2 5 0.00364915
2052 1 1 1 4 2 6 0.0031633
2052 1 1 1 4 3 1 0.0200673
2052 1 1 1 4 3 2 0.00921013
2052 1 1 1 4 3 3 0.00751745
2052 1 1 1 4 3 4 0.00697446
2052 1 1 1 4 3 5 0.00649064
2052 1 1 1 4 3 6 0.00598955
2052 1 1 1 4 3 7 0.00612638
2052 1 1 1 5 2 1 0.0302512
2052 1 1 1 5 2 2 0.0114329
2052 1 1 1 5 2 3 0.00839729
2052 1 1 1 5 2 4 0.00573199
2052 1 1 1 5 2 5 0.00515057
2052 1 1 1 5 2 6 0.00455185
2052 1 1 1 5 2 7 0.00437558
2052 1 1 1 5 2 8 0.00281236
2052 1 1 1 5 3 1 0.0176649
2052 1 1 1 5 3 2 0.00967941
2052 1 1 1 5 3 3 0.00821383
2052 1 1 1 5 3 4 0.00772663
2052 1 1 1 5 3 5 0.00728481
2052 1 1 1 5 3 6 0.00681904
2052 1 1 1 5 3 7 0.00694708
2052 1 1 1 6 2 1 0.0595186
2052 1 1 1 6 2 2 0.0270025
2052 1 1 1 6 2 3 0.0207836
2052 1 1 1 6 2 4 0.014966
2052 1 1 1 6 2 5 0.0136407
2052 1 1 1 6 2 6 0.0122505
2052 1 1 1 6 2 7 0.0118359
2052 1 1 1 6 2 8 0.00803265
2052 1 1 1 6 3 1 0.0315668
2052 1 1 1 6 3 2 0.0200493
