Year Quarter Area Predator.no Predator.age Prey.no Prey.age Part.M2
2032 2 1 1 4 2 2 0.000827267
2032 2 1 1 4 2 3 0.000920217
2032 2 1 1 4 2 4 0.000503709
2032 2 1 1 4 2 5 0.000537414
2032 2 1 1 4 3 1 0.00773618
2032 2 1 1 4 3 2 0.00391859
2032 2 1 1 4 3 3 0.00334114
2032 2 1 1 4 3 4 0.00302719
2032 2 1 1 4 3 5 0.00295592
2032 2 1 1 4 3 6 0.00244296
2032 2 1 1 4 3 7 0.00266548
2032 2 1 1 5 2 1 0.00214151
2032 2 1 1 5 2 2 0.00111067
2032 2 1 1 5 2 3 0.00121547
2032 2 1 1 5 2 4 0.000726997
2032 2 1 1 5 2 5 0.000768595
2032 2 1 1 5 2 6 0.000557858
2032 2 1 1 5 2 7 0.000431845
2032 2 1 1 5 2 8 0.000354962
2032 2 1 1 5 3 1 0.00733486
2032 2 1 1 5 3 2 0.00431488
2032 2 1 1 5 3 3 0.00379312
2032 2 1 1 5 3 4 0.00350006
2032 2 1 1 5 3 5 0.00343252
2032 2 1 1 5 3 6 0.00293454
2032 2 1 1 5 3 7 0.00315324
2032 2 1 1 6 2 1 0.00443514
2032 2 1 1 6 2 2 0.00255409
2032 2 1 1 6 2 3 0.0027582
2032 2 1 1 6 2 4 0.00177324
2032 2 1 1 6 2 5 0.00186081
2032 2 1 1 6 2 6 0.00140817
2032 2 1 1 6 2 7 0.00112513
2032 2 1 1 6 2 8 0.000946653
2032 2 1 1 6 3 1 0.0127058
2032 2 1 1 6 3 2 0.008443
2032 2 1 1 6 3 3 0.00760899
2032 2 1 1 6 3 4 0.00712632
2032 2 1 1 6 3 5 0.00701358
2032 2 1 1 6 3 6 0.00616368
2032 2 1 1 6 3 7 0.00654104
2032 2 1 1 7 2 1 0.00298435
2032 2 1 1 7 2 2 0.00189025
2032 2 1 1 7 2 3 0.0020168
2032 2 1 1 7 2 4 0.00138457
2032 2 1 1 7 2 5 0.00144316
2032 2 1 1 7 2 6 0.00113436
2032 2 1 1 7 2 7 0.00093281
2032 2 1 1 7 2 8 0.000801674
2032 2 1 1 7 3 1 0.00726777
2032 2 1 1 7 3 2 0.00539529
2032 2 1 1 7 3 3 0.00497356
2032 2 1 1 7 3 4 0.0047215
2032 2 1 1 7 3 5 0.00466177
2032 2 1 1 7 3 6 0.00420088
2032 2 1 1 7 3 7 0.00440786
2032 2 1 1 8 2 1 0.00493683
2032 2 1 1 8 2 2 0.0034378
2032 2 1 1 8 2 3 0.00362409
2032 2 1 1 8 2 4 0.00265607
2032 2 1 1 8 2 5 0.00274989
2032 2 1 1 8 2 6 0.00224473
2032 2 1 1 8 2 7 0.00189955
2032 2 1 1 8 2 8 0.00166736
2032 2 1 1 8 3 1 0.0102273
2032 2 1 1 8 3 2 0.00847788
2032 2 1 1 8 3 3 0.00799319
2032 2 1 1 8 3 4 0.00769098
2032 2 1 1 8 3 5 0.00761804
2032 2 1 1 8 3 6 0.00703841
2032 2 1 1 8 3 7 0.00730236
2032 2 1 1 9 2 1 0.000987562
2032 2 1 1 9 2 2 0.000778236
2032 2 1 1 9 2 3 0.000807632
2032 2 1 1 9 2 4 0.000644611
2032 2 1 1 9 2 5 0.000661546
2032 2 1 1 9 2 6 0.000567318
2032 2 1 1 9 2 7 0.000498366
2032 2 1 1 9 2 8 0.00044968
2032 2 1 1 9 3 1 0.00165661
2032 2 1 1 9 3 2 0.00158587
2032 2 1 1 9 3 3 0.00153979
2032 2 1 1 9 3 4 0.00150785
2032 2 1 1 9 3 5 0.0014998
2032 2 1 1 9 3 6 0.00143157
2032 2 1 1 9 3 7 0.00146356
2032 2 1 1 10 2 1 3.76535e-05
2032 2 1 1 10 2 2 3.29775e-05
2032 2 1 1 10 2 3 3.37676e-05
2032 2 1 1 10 2 4 2.89878e-05
2032 2 1 1 10 2 5 2.95271e-05
2032 2 1 1 10 2 6 2.64104e-05
2032 2 1 1 10 2 7 2.3953e-05
2032 2 1 1 10 2 8 2.21279e-05
2032 2 1 1 10 3 1 5.27468e-05
2032 2 1 1 10 3 2 5.70991e-05
2032 2 1 1 10 3 3 5.68491e-05
2032 2 1 1 10 3 4 5.65113e-05
2032 2 1 1 10 3 5 5.64106e-05
2032 2 1 1 10 3 6 5.53632e-05
2032 2 1 1 10 3 7 5.58933e-05
2032 3 1 1 2 2 0 0.000199823
2032 3 1 1 2 3 0 0.000171852
2032 3 1 1 3 2 0 0.00131999
2032 3 1 1 3 3 0 0.000996097
2032 3 1 1 3 3 1 0.000411937
2032 3 1 1 3 3 2 0.000308205
2032 3 1 1 3 3 3 0.000246227
2032 3 1 1 3 3 4 0.000246227
2032 3 1 1 3 3 5 0.000220538
2032 3 1 1 3 3 7 0.000232854
2032 3 1 1 4 2 0 0.00507983
2032 3 1 1 4 2 1 0.00137448
2032 3 1 1 4 2 2 0.000735137
2032 3 1 1 4 2 3 0.000481257
2032 3 1 1 4 2 4 0.000498727
2032 3 1 1 4 2 8 0.000522589
2032 3 1 1 4 3 0 0.00342367
2032 3 1 1 4 3 1 0.00171677
2032 3 1 1 4 3 2 0.00135807
2032 3 1 1 4 3 3 0.0011306
2032 3 1 1 4 3 4 0.0011306
2032 3 1 1 4 3 5 0.00103275
2032 3 1 1 4 3 6 0.000899591
2032 3 1 1 4 3 7 0.00107995
2032 3 1 1 5 2 0 0.00545505
2032 3 1 1 5 2 1 0.00188451
2032 3 1 1 5 2 2 0.00110811
2032 3 1 1 5 2 3 0.000769558
2032 3 1 1 5 2 4 0.000793646
2032 3 1 1 5 2 5 0.000625623
2032 3 1 1 5 2 6 0.00059712
2032 3 1 1 5 2 7 0.000615899
2032 3 1 1 5 2 8 0.000826335
2032 3 1 1 5 3 0 0.00334942
2032 3 1 1 5 3 1 0.00196875
2032 3 1 1 5 3 2 0.00163061
2032 3 1 1 5 3 3 0.00140438
2032 3 1 1 5 3 4 0.00140438
2032 3 1 1 5 3 5 0.00130381
2032 3 1 1 5 3 6 0.00116338
2032 3 1 1 5 3 7 0.00135259
2032 3 1 1 6 2 0 0.0062364
2032 3 1 1 6 2 1 0.00262562
2032 3 1 1 6 2 2 0.00166696
2032 3 1 1 6 2 3 0.00121436
2032 3 1 1 6 2 4 0.00124748
2032 3 1 1 6 2 5 0.00101299
2032 3 1 1 6 2 6 0.000972337
2032 3 1 1 6 2 7 0.00099915
2032 3 1 1 6 2 8 0.00129218
2032 3 1 1 6 3 0 0.00355096
2032 3 1 1 6 3 1 0.00237366
2032 3 1 1 6 3 2 0.00204046
2032 3 1 1 6 3 3 0.00180636
2032 3 1 1 6 3 4 0.00180636
2032 3 1 1 6 3 5 0.00169915
2032 3 1 1 6 3 6 0.00154598
2032 3 1 1 6 3 7 0.00175139
2032 3 1 1 7 2 0 0.00367454
2032 3 1 1 7 2 1 0.00185069
2032 3 1 1 7 2 2 0.00125954
2032 3 1 1 7 2 3 0.000958182
2032 3 1 1 7 2 4 0.000980828
2032 3 1 1 7 2 5 0.000818156
2032 3 1 1 7 2 6 0.000789373
2032 3 1 1 7 2 7 0.00080838
2032 3 1 1 7 2 8 0.00101123
2032 3 1 1 7 3 0 0.00195402
2032 3 1 1 7 3 1 0.00146762
2032 3 1 1 7 3 2 0.00130483
2032 3 1 1 7 3 3 0.00118427
2032 3 1 1 7 3 4 0.00118427
2032 3 1 1 7 3 5 0.00112731
2032 3 1 1 7 3 6 0.00104397
2032 3 1 1 7 3 7 0.0011552
2032 3 1 1 8 2 0 0.00533678
2032 3 1 1 8 2 1 0.00321891
2032 3 1 1 8 2 2 0.00234937
2032 3 1 1 8 2 3 0.00186688
2032 3 1 1 8 2 4 0.00190419
2032 3 1 1 8 2 5 0.00163192
2032 3 1 1 8 2 6 0.00158267
2032 3 1 1 8 2 7 0.00161523
2032 3 1 1 8 2 8 0.00195401
2032 3 1 1 8 3 0 0.00264937
2032 3 1 1 8 3 1 0.00223738
2032 3 1 1 8 3 2 0.0020578
2032 3 1 1 8 3 3 0.00191505
2032 3 1 1 8 3 4 0.00191505
2032 3 1 1 8 3 5 0.00184488
2032 3 1 1 8 3 6 0.00173912
2032 3 1 1 8 3 7 0.00187946
2032 3 1 1 9 2 0 0.000927511
2032 3 1 1 9 2 1 0.000706404
2032 3 1 1 9 2 2 0.000564393
2032 3 1 1 9 2 3 0.000474497
2032 3 1 1 9 2 4 0.000481752
2032 3 1 1 9 2 5 0.000427569
2032 3 1 1 9 2 6 0.00041745
2032 3 1 1 9 2 7 0.000424151
2032 3 1 1 9 2 8 0.000491356
2032 3 1 1 9 3 0 0.000421256
2032 3 1 1 9 3 1 0.000414013
2032 3 1 1 9 3 2 0.000397854
2032 3 1 1 9 3 3 0.000382457
2032 3 1 1 9 3 4 0.000382457
2032 3 1 1 9 3 5 0.000374191
2032 3 1 1 9 3 6 0.000360944
2032 3 1 1 9 3 7 0.000378319
2032 3 1 1 10 2 0 3.03077e-05
2032 3 1 1 10 2 1 2.8175e-05
2032 3 1 1 10 2 2 2.43201e-05
2032 3 1 1 10 2 3 2.14559e-05
2032 3 1 1 10 2 4 2.16982e-05
2032 3 1 1 10 2 5 1.98422e-05
2032 3 1 1 10 2 6 1.94837e-05
2032 3 1 1 10 2 7 1.97216e-05
2032 3 1 1 10 2 8 2.20159e-05
2032 3 1 1 10 3 0 1.27573e-05
2032 3 1 1 10 3 1 1.42733e-05
2032 3 1 1 10 3 2 1.424e-05
2032 3 1 1 10 3 3 1.40735e-05
2032 3 1 1 10 3 4 1.40735e-05
2032 3 1 1 10 3 5 1.39527e-05
2032 3 1 1 10 3 6 1.37258e-05
2032 3 1 1 10 3 7 1.40153e-05
2032 4 1 1 3 2 0 0.00215413
2032 4 1 1 3 2 1 0.000472768
2032 4 1 1 3 3 0 0.00127396
2032 4 1 1 3 3 1 0.000464089
2032 4 1 1 3 3 2 0.000365584
2032 4 1 1 3 3 3 0.000303597
2032 4 1 1 3 3 4 0.000291534
2032 4 1 1 3 3 7 0.000295474
2032 4 1 1 4 2 0 0.0111167
2032 4 1 1 4 2 1 0.00323718
2032 4 1 1 4 2 2 0.00204136
2032 4 1 1 4 2 3 0.00173187
2032 4 1 1 4 2 4 0.00131964
2032 4 1 1 4 2 5 0.00119714
2032 4 1 1 4 3 0 0.00588318
2032 4 1 1 4 3 1 0.00266346
2032 4 1 1 4 3 2 0.00219474
2032 4 1 1 4 3 3 0.00188528
2032 4 1 1 4 3 4 0.00182352
2032 4 1 1 4 3 5 0.0016911
2032 4 1 1 4 3 6 0.00162201
2032 4 1 1 4 3 7 0.00184375
2032 4 1 1 5 2 0 0.0128266
2032 4 1 1 5 2 1 0.00469199
2032 4 1 1 5 2 2 0.00317447
2032 4 1 1 5 2 3 0.00275802
2032 4 1 1 5 2 4 0.00218299
2032 4 1 1 5 2 5 0.00200678
2032 4 1 1 5 2 6 0.00159693
2032 4 1 1 5 2 7 0.00167786
2032 4 1 1 5 2 8 0.00148032
2032 4 1 1 5 3 0 0.00620636
2032 4 1 1 5 3 1 0.0033481
2032 4 1 1 5 3 2 0.0028609
2032 4 1 1 5 3 3 0.00252543
2032 4 1 1 5 3 4 0.00245702
2032 4 1 1 5 3 5 0.00230854
2032 4 1 1 5 3 6 0.00223007
2032 4 1 1 5 3 7 0.00247949
2032 4 1 1 6 2 0 0.0190155
2032 4 1 1 6 2 1 0.00839875
2032 4 1 1 6 2 2 0.00602265
2032 4 1 1 6 2 3 0.00533642
2032 4 1 1 6 2 4 0.00435865
2032 4 1 1 6 2 5 0.00405099
2032 4 1 1 6 2 6 0.0033182
2032 4 1 1 6 2 7 0.00346496
2032 4 1 1 6 2 8 0.00310477
2032 4 1 1 6 3 0 0.00854419
2032 4 1 1 6 3 1 0.0053278
2032 4 1 1 6 3 2 0.0046912
2032 4 1 1 6 3 3 0.00423548
2032 4 1 1 6 3 4 0.00414069
2032 4 1 1 6 3 5 0.00393268
2032 4 1 1 6 3 6 0.00382145
2032 4 1 1 6 3 7 0.0041719
2032 4 1 1 7 2 0 0.0115538
2032 4 1 1 7 2 1 0.00604506
2032 4 1 1 7 2 2 0.00456744
2032 4 1 1 7 2 3 0.00411914
2032 4 1 1 7 2 4 0.00346077
2032 4 1 1 7 2 5 0.00324833
2032 4 1 1 7 2 6 0.00273077
2032 4 1 1 7 2 7 0.00283581
2032 4 1 1 7 2 8 0.00257667
2032 4 1 1 7 3 0 0.00485722
2032 4 1 1 7 3 1 0.00344989
2032 4 1 1 7 3 2 0.00312071
2032 4 1 1 7 3 3 0.00287519
2032 4 1 1 7 3 4 0.00282306
2032 4 1 1 7 3 5 0.00270737
2032 4 1 1 7 3 6 0.00264476
2032 4 1 1 7 3 7 0.00284026
2032 4 1 1 8 2 0 0.0168032
2032 4 1 1 8 2 1 0.0104373
2032 4 1 1 8 2 2 0.00831479
2032 4 1 1 8 2 3 0.00763407
2032 4 1 1 8 2 4 0.00660003
2032 4 1 1 8 2 5 0.006257
2032 4 1 1 8 2 6 0.00540034
2032 4 1 1 8 2 7 0.00557673
2032 4 1 1 8 2 8 0.00513911
2032 4 1 1 8 3 0 0.00660358
2032 4 1 1 8 3 1 0.00535141
2032 4 1 1 8 3 2 0.00497484
2032 4 1 1 8 3 3 0.00467843
2032 4 1 1 8 3 4 0.00461384
2032 4 1 1 8 3 5 0.00446844
2032 4 1 1 8 3 6 0.00438858
2032 4 1 1 8 3 7 0.00463521
2032 4 1 1 9 2 0 0.00301834
2032 4 1 1 9 2 1 0.00233994
2032 4 1 1 9 2 2 0.00199601
2032 4 1 1 9 2 3 0.00187545
2032 4 1 1 9 2 4 0.00168243
2032 4 1 1 9 2 5 0.00161568
2032 4 1 1 9 2 6 0.00144268
2032 4 1 1 9 2 7 0.00147906
2032 4 1 1 9 2 8 0.00138806
2032 4 1 1 9 3 0 0.0010873
2032 4 1 1 9 3 1 0.00104473
2032 4 1 1 9 3 2 0.00100608
2032 4 1 1 9 3 3 0.000971536
2032 4 1 1 9 3 4 0.000963577
2032 4 1 1 9 3 5 0.000945126
2032 4 1 1 9 3 6 0.000934687
2032 4 1 1 9 3 7 0.000966227
2032 4 1 1 10 2 0 0.000100486
2032 4 1 1 10 2 1 9.41122e-05
2032 4 1 1 10 2 2 8.51014e-05
2032 4 1 1 10 2 3 8.1553e-05
2032 4 1 1 10 2 4 7.55024e-05
2032 4 1 1 10 2 5 7.33081e-05
2032 4 1 1 10 2 6 6.73846e-05
2032 4 1 1 10 2 7 6.86584e-05
2032 4 1 1 10 2 8 6.54434e-05
2032 4 1 1 10 3 0 3.36073e-05
2032 4 1 1 10 3 1 3.73411e-05
2032 4 1 1 10 3 2 3.70585e-05
2032 4 1 1 10 3 3 3.6604e-05
2032 4 1 1 10 3 4 3.64803e-05
2032 4 1 1 10 3 5 3.61711e-05
2032 4 1 1 10 3 6 3.59836e-05
2032 4 1 1 10 3 7 3.65222e-05
2033 1 1 1 2 2 1 0.00144763
2033 1 1 1 2 3 1 0.00132094
2033 1 1 1 3 2 1 0.00437498
2033 1 1 1 3 3 1 0.00332218
2033 1 1 1 3 3 2 0.00121645
2033 1 1 1 3 3 3 0.000944851
2033 1 1 1 3 3 4 0.00086129
2033 1 1 1 3 3 5 0.000788357
2033 1 1 1 3 3 6 0.000714378
2033 1 1 1 3 3 7 0.000734419
2033 1 1 1 4 2 1 0.0157905
2033 1 1 1 4 2 2 0.00479293
2033 1 1 1 4 2 3 0.00332797
2033 1 1 1 4 2 4 0.00213051
2033 1 1 1 4 2 5 0.00188199
2033 1 1 1 4 2 6 0.00163142
2033 1 1 1 4 3 1 0.0103494
2033 1 1 1 4 3 2 0.00474998
2033 1 1 1 4 3 3 0.003877
2033 1 1 1 4 3 4 0.00359696
2033 1 1 1 4 3 5 0.00334744
2033 1 1 1 4 3 6 0.00308901
2033 1 1 1 4 3 7 0.00315958
2033 1 1 1 5 2 1 0.0150836
2033 1 1 1 5 2 2 0.00570058
2033 1 1 1 5 2 3 0.00418698
2033 1 1 1 5 2 4 0.00285804
2033 1 1 1 5 2 5 0.00256813
2033 1 1 1 5 2 6 0.0022696
2033 1 1 1 5 2 7 0.00218171
2033 1 1 1 5 2 8 0.00140227
2033 1 1 1 5 3 1 0.00880791
2033 1 1 1 5 3 2 0.00482626
2033 1 1 1 5 3 3 0.00409551
2033 1 1 1 5 3 4 0.00385259
2033 1 1 1 5 3 5 0.00363229
2033 1 1 1 5 3 6 0.00340005
2033 1 1 1 5 3 7 0.00346389
2033 1 1 1 6 2 1 0.0289801
2033 1 1 1 6 2 2 0.0131477
2033 1 1 1 6 2 3 0.0101197
2033 1 1 1 6 2 4 0.00728706
2033 1 1 1 6 2 5 0.00664176
2033 1 1 1 6 2 6 0.00596488
2033 1 1 1 6 2 7 0.005763
2033 1 1 1 6 2 8 0.00391117
2033 1 1 1 6 3 1 0.0153701
2033 1 1 1 6 3 2 0.00976219
2033 1 1 1 6 3 3 0.00855697
2033 1 1 1 6 3 4 0.00814269
2033 1 1 1 6 3 5 0.00776077
2033 1 1 1 6 3 6 0.00735147
2033 1 1 1 6 3 7 0.00746469
2033 1 1 1 7 2 1 0.0181592
2033 1 1 1 7 2 2 0.00969849
2033 1 1 1 7 2 3 0.00778366
2033 1 1 1 7 2 4 0.00587901
2033 1 1 1 7 2 5 0.00542694
2033 1 1 1 7 2 6 0.00494438
2033 1 1 1 7 2 7 0.0047987
2033 1 1 1 7 2 8 0.00341884
2033 1 1 1 7 3 1 0.00883794
2033 1 1 1 7 3 2 0.00640468
2033 1 1 1 7 3 3 0.00577885
2033 1 1 1 7 3 4 0.00555595
2033 1 1 1 7 3 5 0.00534688
2033 1 1 1 7 3 6 0.00511898
2033 1 1 1 7 3 7 0.00518242
2033 1 1 1 8 2 1 0.0258769
2033 1 1 1 8 2 2 0.0162563
2033 1 1 1 8 2 3 0.013601
2033 1 1 1 8 2 4 0.0107727
2033 1 1 1 8 2 5 0.0100709
2033 1 1 1 8 2 6 0.00930749
2033 1 1 1 8 2 7 0.00907399
2033 1 1 1 8 2 8 0.00678494
2033 1 1 1 8 3 1 0.0115619
2033 1 1 1 8 3 2 0.00955358
2033 1 1 1 8 3 3 0.00887195
2033 1 1 1 8 3 4 0.00861751
2033 1 1 1 8 3 5 0.00837353
2033 1 1 1 8 3 6 0.00810179
2033 1 1 1 8 3 7 0.00817804
2033 1 1 1 9 2 1 0.00416915
2033 1 1 1 9 2 2 0.00324506
2033 1 1 1 9 2 3 0.00286832
2033 1 1 1 9 2 4 0.00241888
2033 1 1 1 9 2 5 0.00229936
2033 1 1 1 9 2 6 0.00216555
2033 1 1 1 9 2 7 0.0021238
2033 1 1 1 9 2 8 0.00169267
2033 1 1 1 9 3 1 0.00166397
2033 1 1 1 9 3 2 0.00163497
2033 1 1 1 9 3 3 0.00157716
2033 1 1 1 9 3 4 0.00155277
2033 1 1 1 9 3 5 0.00152812
2033 1 1 1 9 3 6 0.0014993
2033 1 1 1 9 3 7 0.00150752
2033 1 1 1 10 2 1 0.000135557
2033 1 1 1 10 2 2 0.000126617
2033 1 1 1 10 2 3 0.000117272
2033 1 1 1 10 2 4 0.000104318
2033 1 1 1 10 2 5 0.000100582
2033 1 1 1 10 2 6 9.62618e-05
2033 1 1 1 10 2 7 9.48844e-05
2033 1 1 1 10 2 8 7.98425e-05
2033 1 1 1 10 3 1 4.91477e-05
2033 1 1 1 10 3 2 5.59608e-05
2033 1 1 1 10 3 3 5.5757e-05
2033 1 1 1 10 3 4 5.55298e-05
2033 1 1 1 10 3 5 5.5243e-05
2033 1 1 1 10 3 6 5.48483e-05
2033 1 1 1 10 3 7 5.49668e-05
2033 2 1 1 2 3 1 0.000823764
2033 2 1 1 3 2 1 0.00050353
2033 2 1 1 3 3 1 0.00282384
2033 2 1 1 3 3 2 0.00118671
2033 2 1 1 3 3 3 0.000973988
2033 2 1 1 3 3 4 0.00086258
2033 2 1 1 3 3 5 0.000837719
2033 2 1 1 3 3 7 0.000738109
2033 2 1 1 4 2 1 0.00187725
2033 2 1 1 4 2 2 0.000856182
2033 2 1 1 4 2 3 0.00095238
2033 2 1 1 4 2 4 0.000521314
2033 2 1 1 4 2 5 0.000556197
2033 2 1 1 4 3 1 0.00800658
2033 2 1 1 4 3 2 0.00405555
2033 2 1 1 4 3 3 0.00345791
2033 2 1 1 4 3 4 0.003133
2033 2 1 1 4 3 5 0.00305924
2033 2 1 1 4 3 6 0.00252834
2033 2 1 1 4 3 7 0.00275864
2033 2 1 1 5 2 1 0.00221856
2033 2 1 1 5 2 2 0.00115063
2033 2 1 1 5 2 3 0.0012592
2033 2 1 1 5 2 4 0.000753154
2033 2 1 1 5 2 5 0.000796248
2033 2 1 1 5 2 6 0.000577929
2033 2 1 1 5 2 7 0.000447382
2033 2 1 1 5 2 8 0.000367733
2033 2 1 1 5 3 1 0.00759876
2033 2 1 1 5 3 2 0.00447013
2033 2 1 1 5 3 3 0.0039296
2033 2 1 1 5 3 4 0.00362599
2033 2 1 1 5 3 5 0.00355602
2033 2 1 1 5 3 6 0.00304012
2033 2 1 1 5 3 7 0.00326669
2033 2 1 1 6 2 1 0.00459756
2033 2 1 1 6 2 2 0.00264762
2033 2 1 1 6 2 3 0.0028592
2033 2 1 1 6 2 4 0.00183817
2033 2 1 1 6 2 5 0.00192895
2033 2 1 1 6 2 6 0.00145974
2033 2 1 1 6 2 7 0.00116633
2033 2 1 1 6 2 8 0.000981318
2033 2 1 1 6 3 1 0.0131711
2033 2 1 1 6 3 2 0.00875218
2033 2 1 1 6 3 3 0.00788762
2033 2 1 1 6 3 4 0.00738728
2033 2 1 1 6 3 5 0.00727041
2033 2 1 1 6 3 6 0.00638938
2033 2 1 1 6 3 7 0.00678057
2033 2 1 1 7 2 1 0.00309503
2033 2 1 1 7 2 2 0.00196035
2033 2 1 1 7 2 3 0.0020916
2033 2 1 1 7 2 4 0.00143592
2033 2 1 1 7 2 5 0.00149668
2033 2 1 1 7 2 6 0.00117643
2033 2 1 1 7 2 7 0.000967407
2033 2 1 1 7 2 8 0.000831407
2033 2 1 1 7 3 1 0.00753732
2033 2 1 1 7 3 2 0.00559539
2033 2 1 1 7 3 3 0.00515802
2033 2 1 1 7 3 4 0.00489662
2033 2 1 1 7 3 5 0.00483467
2033 2 1 1 7 3 6 0.00435669
2033 2 1 1 7 3 7 0.00457134
2033 2 1 1 8 2 1 0.00512177
2033 2 1 1 8 2 2 0.00356658
2033 2 1 1 8 2 3 0.00375986
2033 2 1 1 8 2 4 0.00275556
2033 2 1 1 8 2 5 0.00285291
2033 2 1 1 8 2 6 0.00232882
2033 2 1 1 8 2 7 0.0019707
2033 2 1 1 8 2 8 0.00172983
2033 2 1 1 8 3 1 0.0106105
2033 2 1 1 8 3 2 0.00879547
2033 2 1 1 8 3 3 0.00829262
2033 2 1 1 8 3 4 0.0079791
2033 2 1 1 8 3 5 0.00790342
2033 2 1 1 8 3 6 0.00730207
2033 2 1 1 8 3 7 0.00757592
2033 2 1 1 9 2 1 0.0010249
2033 2 1 1 9 2 2 0.000807659
2033 2 1 1 9 2 3 0.000838166
2033 2 1 1 9 2 4 0.000668982
2033 2 1 1 9 2 5 0.000686557
2033 2 1 1 9 2 6 0.000588766
2033 2 1 1 9 2 7 0.000517208
2033 2 1 1 9 2 8 0.000466681
2033 2 1 1 9 3 1 0.00171924
2033 2 1 1 9 3 2 0.00164582
2033 2 1 1 9 3 3 0.00159801
2033 2 1 1 9 3 4 0.00156486
2033 2 1 1 9 3 5 0.0015565
2033 2 1 1 9 3 6 0.00148569
2033 2 1 1 9 3 7 0.00151889
2033 2 1 1 10 2 1 3.90828e-05
2033 2 1 1 10 2 2 3.42294e-05
2033 2 1 1 10 2 3 3.50494e-05
2033 2 1 1 10 2 4 3.00882e-05
2033 2 1 1 10 2 5 3.06479e-05
2033 2 1 1 10 2 6 2.74129e-05
2033 2 1 1 10 2 7 2.48623e-05
2033 2 1 1 10 2 8 2.29679e-05
2033 2 1 1 10 3 1 5.47491e-05
2033 2 1 1 10 3 2 5.92667e-05
2033 2 1 1 10 3 3 5.90071e-05
2033 2 1 1 10 3 4 5.86566e-05
2033 2 1 1 10 3 5 5.8552e-05
2033 2 1 1 10 3 6 5.74648e-05
2033 2 1 1 10 3 7 5.80151e-05
2033 3 1 1 2 2 0 0.000205817
2033 3 1 1 2 3 0 0.000177008
2033 3 1 1 3 2 0 0.00136108
2033 3 1 1 3 3 0 0.00102711
2033 3 1 1 3 3 1 0.000424761
2033 3 1 1 3 3 2 0.0003178
2033 3 1 1 3 3 3 0.000253893
2033 3 1 1 3 3 4 0.000253893
2033 3 1 1 3 3 5 0.000227403
2033 3 1 1 3 3 7 0.000240103
2033 3 1 1 4 2 0 0.00524544
2033 3 1 1 4 2 1 0.00141928
2033 3 1 1 4 2 2 0.000759103
2033 3 1 1 4 2 3 0.000496947
2033 3 1 1 4 2 4 0.000514986
2033 3 1 1 4 2 8 0.000539626
2033 3 1 1 4 3 0 0.00353528
2033 3 1 1 4 3 1 0.00177274
2033 3 1 1 4 3 2 0.00140234
2033 3 1 1 4 3 3 0.00116746
2033 3 1 1 4 3 4 0.00116746
2033 3 1 1 4 3 5 0.00106642
2033 3 1 1 4 3 6 0.000928918
2033 3 1 1 4 3 7 0.00111516
2033 3 1 1 5 2 0 0.0056391
2033 3 1 1 5 2 1 0.0019481
2033 3 1 1 5 2 2 0.0011455
2033 3 1 1 5 2 3 0.000795523
2033 3 1 1 5 2 4 0.000820424
2033 3 1 1 5 2 5 0.000646732
2033 3 1 1 5 2 6 0.000617267
2033 3 1 1 5 2 7 0.00063668
2033 3 1 1 5 2 8 0.000854216
2033 3 1 1 5 3 0 0.00346243
2033 3 1 1 5 3 1 0.00203518
2033 3 1 1 5 3 2 0.00168563
2033 3 1 1 5 3 3 0.00145177
2033 3 1 1 5 3 4 0.00145177
2033 3 1 1 5 3 5 0.0013478
2033 3 1 1 5 3 6 0.00120263
2033 3 1 1 5 3 7 0.00139822
2033 3 1 1 6 2 0 0.00645174
2033 3 1 1 6 2 1 0.00271628
2033 3 1 1 6 2 2 0.00172452
2033 3 1 1 6 2 3 0.00125629
2033 3 1 1 6 2 4 0.00129056
2033 3 1 1 6 2 5 0.00104796
2033 3 1 1 6 2 6 0.00100591
2033 3 1 1 6 2 7 0.00103365
2033 3 1 1 6 2 8 0.0013368
2033 3 1 1 6 3 0 0.00367356
2033 3 1 1 6 3 1 0.00245562
2033 3 1 1 6 3 2 0.00211091
2033 3 1 1 6 3 3 0.00186873
2033 3 1 1 6 3 4 0.00186873
2033 3 1 1 6 3 5 0.00175782
2033 3 1 1 6 3 6 0.00159937
2033 3 1 1 6 3 7 0.00181187
2033 3 1 1 7 2 0 0.00380386
2033 3 1 1 7 2 1 0.00191582
2033 3 1 1 7 2 2 0.00130386
2033 3 1 1 7 2 3 0.000991903
2033 3 1 1 7 2 4 0.00101535
2033 3 1 1 7 2 5 0.000846949
2033 3 1 1 7 2 6 0.000817153
2033 3 1 1 7 2 7 0.000836828
2033 3 1 1 7 2 8 0.00104682
2033 3 1 1 7 3 0 0.00202279
2033 3 1 1 7 3 1 0.00151927
2033 3 1 1 7 3 2 0.00135075
2033 3 1 1 7 3 3 0.00122594
2033 3 1 1 7 3 4 0.00122594
2033 3 1 1 7 3 5 0.00116698
2033 3 1 1 7 3 6 0.00108071
2033 3 1 1 7 3 7 0.00119586
2033 3 1 1 8 2 0 0.00552782
2033 3 1 1 8 2 1 0.00333414
2033 3 1 1 8 2 2 0.00243347
2033 3 1 1 8 2 3 0.0019337
2033 3 1 1 8 2 4 0.00197235
2033 3 1 1 8 2 5 0.00169033
2033 3 1 1 8 2 6 0.00163932
2033 3 1 1 8 2 7 0.00167305
2033 3 1 1 8 2 8 0.00202395
